index,zenith_deg,relative_azimuth_deg,absolute_azimuth_deg,reference_intensity,model_intensity,normalized_reference,normalized_model,reference_dop,model_dop,dop_abs_error,reference_aop_deg,model_aop_deg,aop_abs_error_deg,signed_dolp_bias,first_frac,second_frac,higher_frac,second_rr_frac,second_ar_frac,second_ra_frac,second_aa_frac,model_q,model_u,model_v,model_calibration_applied,model_calibration_intensity_gain,model_calibration_dolp_scale,model_calibration_aop_offset_deg,raw_model_intensity,raw_model_dop,raw_model_aop_deg,raw_model_q,raw_model_u,raw_model_v
105,12.028453,345.127278,281.112372,970.7755,970.7755,0.041878917350034704,0.041878917350034704,0.335696,0.33569600000000005,5.551115123125783e-17,11.701461,11.701460999999997,3.552713678800501e-15,5.551115123125783e-17,0.7927840398,0.20397278656,0.0032431736428,0.7786666073,0.060965761622,0.14932723928,0.0110403918,299.07628038552133,129.43997256506407,0.0,1.0,4181612386.254544,0.40417242236362416,-62.90110183999635,2.3215339212e-07,0.8305762130845791,74.60256283999635,-1.656344115e-07,9.8717843657e-08,0.0
106,11.95482,355.055306,291.0404,934.4,934.4,0.040309690934590366,0.040309690934590366,0.369518,0.369518,0.0,5.680416,5.6804159999999975,2.6645352591003757e-15,0.0,0.79416371117,0.20373312688,0.0021031619515,0.77887989776,0.059559605634,0.15023766768,0.011322828933,338.51227238843205,68.01526124951815,0.0,1.0,4012315172.264138,0.446379946588287,-79.08071466199809,2.3288300143e-07,0.8278104848218469,84.76113066199808,-1.8956845694e-07,3.5058258518e-08,0.0
107,16.681388,4.82598,300.811074,1023.768,1023.768,0.04416499536464438,0.04416499536464438,0.342252,0.342252,0.0,-7.102853,-7.102852999999985,1.4210854715202004e-14,0.0,0.77359380969,0.2249775192,0.0014286711114,0.77484699971,0.065397814834,0.14714868929,0.012606496163,339.67214262311836,-85.98625992442305,0.0,1.0,3878790714.179819,0.45096136650403634,78.11850793191326,2.6393999456e-07,0.7589386262801664,-85.22136093191325,-1.9753391743e-07,-3.3258878196e-08,0.0
108,16.690346,14.746792,310.731886,989.2571,989.2571,0.04267620714453035,0.04267620714453035,0.342238,0.34223799999999993,5.551115123125783e-17,-13.57759,-13.577589999999997,3.552713678800501e-15,-5.551115123125783e-17,0.75529878869,0.22896110635,0.015740104959,0.77552874628,0.067801724516,0.14415358917,0.012515940028,301.2429935976045,-154.52009903470707,0.0,1.0,3693360412.2947645,0.4596956857664909,61.292973417926845,2.6784743149e-07,0.7444881703193638,-74.87056341792685,-1.7224122574e-07,-1.0048386351e-07,0.0
109,16.718102,24.745217,320.730311,948.7568,948.7568,0.040929038292049406,0.040929038292049406,0.36952,0.36951999999999996,5.551115123125783e-17,-23.741784,-23.741783999999985,1.4210854715202004e-14,-5.551115123125783e-17,0.71167259403,0.28443597569,0.0038914302848,0.7820388205,0.081170114779,0.12564323824,0.011147826477,236.92565114184964,-258.4101517322058,0.0,1.0,3400179994.2649574,0.5365302404043854,38.74114497352106,2.7903134587e-07,0.6887216640789735,-62.482928973521055,-1.1013318809e-07,-1.5748614447e-07,0.0
110,16.69055,34.933928,330.919022,908.9577,908.9577000000002,0.039212118963630256,0.03921211896363026,0.383691,0.383691,0.0,-33.731348,-33.731348,0.0,0.0,0.67312761847,0.32625273565,0.0006196458766,0.78199222314,0.083842930466,0.12329386004,0.010870986354,133.67400486022834,-322.1242353362332,0.0,1.0,3165877594.983233,0.5999167095368846,16.66864047772443,2.8711081611e-07,0.6395737839944423,-50.39998847772443,-3.440848675e-08,-1.8037599844e-07,0.0
111,16.742035,45.009938,340.995032,882.8889,882.8889000000001,0.03808752000062121,0.03808752000062122,0.405897,0.40589699999999995,5.551115123125783e-17,-44.034242,-44.03424199999999,7.105427357601002e-15,-5.551115123125783e-17,0.67972583432,0.31818864672,0.002085518964,0.78356765712,0.077752132819,0.12801493275,0.010665277315,12.078564241798967,-358.1583444256074,0.0,1.0,3204028124.6366057,0.6293757525506761,-3.0046802314357848,2.7555591451e-07,0.6449199835789955,-41.029561768564214,2.4551053668e-08,-1.7600746755e-07,0.0
112,16.674523,55.123807,351.108901,829.6,829.6,0.03578865539312518,0.03578865539312518,0.436134,0.436134,0.0,-53.997003,-53.997003,0.0,0.0,0.72131089886,0.2703884409,0.0083006602449,0.77847151527,0.071915090771,0.13856073683,0.01105265713,-111.77153016480757,-344.1198882551976,0.0,1.0,3314825306.047039,0.6141402191959604,-20.83162529396303,2.5026959897e-07,0.7101537830741517,-33.16537770603697,7.1350772433e-08,-1.6277894678e-07,0.0
113,16.748421,64.962075,0.947169,800.2319,800.2319,0.034521725775899,0.034521725775899,0.459881,0.459881,0.0,-64.644779,-64.64477899999999,1.4210854715202004e-14,0.0,0.75551324319,0.23644839346,0.0080383633523,0.77057580503,0.068685764586,0.1493925524,0.011345877982,-233.03950643452617,-284.8245304131001,0.0,1.0,3470738430.2130694,0.6024214984645581,-40.0444140452369,2.3056531516e-07,0.7633874308472341,-24.6003649547631,1.1500729672e-07,-1.332406672e-07,0.0
114,16.688781,74.907872,10.892966,775.5556,775.5556,0.03345719877845761,0.03345719877845761,0.501873,0.5018729999999999,1.1102230246251565e-16,-76.12566,-76.12566,0.0,-1.1102230246251565e-16,0.77393130548,0.2214378045,0.0046308900186,0.74152188513,0.09663953299,0.15052478326,0.011313798622,-344.46828114370913,-181.2233973422073,0.0,1.0,3577587129.8373613,0.6168846754639666,-60.47820089448058,2.1678175034e-07,0.8135604918740039,-15.647459105519419,1.5070481519e-07,-9.1611656956e-08,0.0
115,16.687992,84.920613,20.905707,753.9155,753.9155000000001,0.03252365239276237,0.03252365239276238,0.536486,0.5364859999999999,1.1102230246251565e-16,-85.435895,-85.435895,0.0,-1.1102230246251565e-16,0.51148805672,0.48837260091,0.00013934236695,0.46977873567,0.45148132707,0.055340791627,0.023399145634,-399.3428906619565,-64.16604740668278,0.0,1.0,2378283887.396734,0.6123709008072795,-75.78375378713497,3.16999793e-07,0.876080165293221,-9.65214121286503,2.6210292563e-07,-9.1809132432e-08,0.0
116,16.687067,95.007426,30.99252,740.7778,740.7778,0.03195689658519456,0.03195689658519456,0.549319,0.5493189999999999,1.1102230246251565e-16,83.596534,83.596534,0.0,-1.1102230246251565e-16,0.20826822581,0.79119394446,0.00053782972403,0.38858477721,0.54409055018,0.03151607681,0.035808595804,-396.8001028546936,90.20125826890066,0.0,1.0,980358282.7988989,0.5992055655902964,84.1999911363359,7.5561946382e-07,0.9167454902706861,-0.6034571363358969,6.925570572e-07,-1.4590614779e-08,0.0
117,16.751756,105.365641,41.350735,720.2162,720.2162,0.031069876314303427,0.031069876314303427,0.541036,0.541036,0.0,71.986883,71.986883,0.0,0.0,0.14112410451,0.85819628796,0.00067960753182,0.43400289855,0.49325041933,0.03587575294,0.036870929182,-315.1389990495515,229.1824178831303,0.0,1.0,662647266.4678558,0.5895877969249261,60.641608788457944,1.0868771916e-06,0.9176512859015153,11.34527421154206,9.2017921719e-07,3.8474096192e-07,0.0
118,16.777929,115.14533,51.130424,703.5224,703.5224,0.030349711589855798,0.030349711589855798,0.553006,0.5530060000000002,2.220446049250313e-16,62.733062,62.733062,0.0,2.220446049250313e-16,0.21623588711,0.78328930427,0.0004748086221,0.49703223248,0.42834714564,0.042591287205,0.032029334674,-225.73640187597846,316.8668803575541,0.0,1.0,1011717726.1996628,0.6112179956574973,40.32898486496916,6.9537419557e-07,0.904760664654715,22.40407713503084,4.4636135871e-07,4.43382184e-07,0.0
119,16.669374,124.956588,60.941682,704.2254,704.2254,0.03038003876529139,0.03038003876529139,0.547688,0.547688,0.0,50.046858,50.046858,0.0,0.0,0.32143065464,0.67730817781,0.0012611675479,0.56481362104,0.35700587098,0.051353587704,0.026826920274,-67.59656324125167,379.72615850206233,0.0,1.0,1529157455.123528,0.6225843937290718,17.348166558661106,4.6053164613e-07,0.8797008172972863,32.698691441338894,1.686646901e-07,3.6835118064e-07,0.0
120,16.723874,135.087373,71.072467,715.0423,715.0423,0.030846676068234852,0.030846676068234852,0.543397,0.543397,0.0,40.036011,40.036011,0.0,0.0,0.41865666888,0.57946140489,0.0018819262302,0.61303617938,0.30441517152,0.059498209468,0.023050439623,66.9902682142918,382.73337569458636,0.0,1.0,2047061650.2992456,0.640587230747389,-2.967951141575014,3.4930179064e-07,0.8482794753276697,43.003962141575016,2.0628348741e-08,2.9558661012e-07,0.0
121,16.680578,145.000584,80.985678,690.9714,690.9714,0.029808265816182806,0.029808265816182806,0.545044,0.5450439999999999,1.1102230246251565e-16,30.0194,30.019399999999997,3.552713678800501e-15,-1.1102230246251565e-16,0.48916859948,0.50957616677,0.001255233759,0.65389671902,0.25949841439,0.066786978574,0.019817888017,188.08399744260257,326.2811107295868,0.0,1.0,2329003854.0246477,0.666864971132165,-22.812998608197308,2.9668108913e-07,0.8173228818341673,52.83239860819731,-6.5472906761e-08,2.3347785005e-07,0.0
122,16.685572,154.994874,90.979968,681.1268,681.1268,0.029383573196989025,0.029383573196989025,0.560978,0.5609780000000001,1.1102230246251565e-16,20.575163,20.575163000000003,3.552713678800501e-15,1.1102230246251565e-16,0.5370663445,0.45832433396,0.0046093215479,0.68099709773,0.22878853059,0.072609306104,0.01760506557,287.7136873883682,251.43401944736613,0.0,1.0,2533561075.0885844,0.7102938706552706,-42.1163976904874,2.6884167376e-07,0.7897829661439686,62.69156069048741,-1.2294579645e-07,1.7310951847e-07,0.0
123,16.737298,165.0759,101.060994,697.1429,697.1429,0.03007450217919953,0.03007450217919953,0.558037,0.5580369999999999,1.1102230246251565e-16,10.610131,10.610130999999996,5.329070518200751e-15,-1.1102230246251565e-16,0.57288360191,0.42618186666,0.00093453143316,0.70009245711,0.20666626882,0.077235871802,0.016005402268,362.65358341385314,140.8116177966456,0.0,1.0,2775577531.502182,0.7264444086178532,-62.035542723862584,2.5117039322e-07,0.7681757797017554,72.64567372386259,-1.5861035898e-07,1.0986246017e-07,0.0
124,16.679514,174.901879,110.886973,707.1304,707.1304,0.03050535945468029,0.03050535945468029,0.554545,0.554545,0.0,-0.367865,-0.3678649999999981,1.887379141862766e-15,0.0,0.59108937729,0.40695755836,0.0019530643498,0.71350695559,0.1919322318,0.079621485447,0.014939327167,392.1032986878672,-5.035240279222922,0.0,1.0,2909628055.5956097,0.7349230268575828,-82.61824125826375,2.4303120072e-07,0.754562014978832,82.25037625826376,-1.7671323183e-07,4.9004417023e-08,0.0
125,16.68856,184.82563,120.810724,708.0563,708.0563,0.030545302458571913,0.030545302458571913,0.544116,0.544116,0.0,-12.537944,-12.537943999999996,3.552713678800501e-15,0.0,0.60292740387,0.39626379211,0.00080880401111,0.72608693551,0.18131727692,0.078433556635,0.014162230937,348.95249316901914,-163.28225299344612,0.0,1.0,2971919041.5285745,0.7242404369927771,75.56001885708173,2.3824885204e-07,0.751291935947822,-88.09796285708173,-1.7860007233e-07,-1.1875360002e-08,0.0
126,16.665952,194.99392,130.979014,709.3333,709.3333,0.030600391794320492,0.030600391794320492,0.551584,0.551584,0.0,-21.266507,-21.266507000000015,1.4210854715202004e-14,0.0,0.60452825146,0.39284726407,0.0026244844764,0.73420716095,0.17518555009,0.07690753213,0.013699756834,288.3124892337162,-264.495500010185,0.0,1.0,2980080989.760653,0.7323059605425241,57.05495140729681,2.3802483974e-07,0.7532152265855689,-78.32145840729682,-1.6459194651e-07,-7.1078970099e-08,0.0
127,16.695656,204.925435,140.910529,720.6761,720.6761,0.031089716240310296,0.031089716240310296,0.56573,0.5657299999999998,1.1102230246251565e-16,-31.912005,-31.912005000000008,7.105427357601002e-15,-1.1102230246251565e-16,0.60034779558,0.3957157035,0.0039365009177,0.73769819524,0.1722365821,0.07652908961,0.013536133051,179.85219422863705,-365.8948960095094,0.0,1.0,2995416765.4297514,0.7454592021434364,36.92700815458155,2.4059293128e-07,0.7589013568728418,-68.83901315458155,-1.3499936934e-07,-1.2293464913e-07,0.0
128,16.726825,215.007886,150.99298,728.2254,728.2254,0.03141539041600861,0.03141539041600861,0.550646,0.550646,0.0,-42.444821,-42.44482099999999,7.105427357601002e-15,0.0,0.58668456867,0.41163882278,0.0016766085481,0.73641641165,0.17383656612,0.076064263393,0.013682758835,35.718320232233225,-399.4004423195398,0.0,1.0,2944355378.7387967,0.7162286049142121,17.01087185459317,2.4732931536e-07,0.7688131920756709,-59.45569285459317,-9.1929243431e-08,-1.6645135049e-07,0.0
129,16.638964,224.976076,160.96117,742.7246,742.7246,0.032040880859928574,0.032040880859928574,0.541065,0.541065,0.0,-51.983941,-51.983940999999994,7.105427357601002e-15,0.0,0.55993529058,0.43538229488,0.0046824145433,0.73162369575,0.17932934373,0.074957188237,0.014089772291,-97.00069226937615,-389.9796948130588,0.0,1.0,2842921448.7455707,0.6919407997163023,-1.5982803666062466,2.6125399994e-07,0.7819527338492516,-50.385660633393755,-3.8179358662e-08,-2.0068890778e-07,0.0
130,16.688541,234.948398,170.933492,754.2857,754.2856999999999,0.03253962269197469,0.03253962269197468,0.516806,0.516806,0.0,-63.240654,-63.240654,0.0,0.0,0.53013442704,0.46412011886,0.0057454540986,0.72697615415,0.18499854049,0.073520350754,0.014504954601,-231.7712056360974,-313.4346083844047,0.0,1.0,2701912069.3882065,0.6525976589266175,-21.673083770581428,2.7916737504e-07,0.791921320787504,-41.56757022941857,2.6425069558e-08,-2.194936479e-07,0.0
131,16.564558,245.073557,181.058651,782.1714,782.1714,0.03374260208890823,0.03374260208890823,0.460566,0.46056600000000003,5.551115123125783e-17,-75.96648,-75.96648,0.0,5.551115123125783e-17,0.48876551067,0.51072455533,0.00050993399805,0.7202528966,0.19372337875,0.070907783259,0.0151159414,-317.8763086668004,-169.49521794184886,0.0,1.0,2540825297.558027,0.5722657228640956,-42.84949492728161,3.0784147212e-07,0.8048114391596671,-33.11698507271839,9.9845680666e-08,-2.2674446444e-07,0.0
132,16.71268,255.039947,191.025041,809.8551,809.8551,0.03493686727611491,0.03493686727611491,0.478113,0.47811299999999984,1.6653345369377348e-16,-83.514727,-83.514727,0.0,-1.6653345369377348e-16,0.4397901883,0.55775361296,0.0024561987407,0.71580472439,0.20015413129,0.068497361931,0.015543782389,-377.3230091874482,-86.90759602776072,0.0,1.0,2319403094.7777853,0.5895741126739019,-58.39917835039807,3.4916530974e-07,0.8109463928658754,-25.115548649601926,1.8113174678e-07,-2.176411619e-07,0.0
133,16.632339,264.947867,200.932961,839.3143,839.3143,0.03620772691564861,0.03620772691564861,0.434258,0.434258,0.0,85.618226,85.618226,0.0,0.0,0.3780947751,0.61798391604,0.0039213088629,0.71088182444,0.20748162668,0.065619468493,0.016017080383,-360.22384423032827,55.53095103659936,0.0,1.0,2016481656.5257041,0.5316832240011135,-76.55636022021389,4.16227094e-07,0.81676077106975,-17.825413779786107,2.7624441271e-07,-1.9814247534e-07,0.0
134,16.691813,274.954761,210.939855,878.5143,878.5143,0.037898801278486736,0.037898801278486736,0.401286,0.401286,0.0,75.525528,75.525528,0.0,0.0,0.32190497361,0.67753551638,0.00055951001224,0.70866064568,0.21128154065,0.063798854747,0.01625895893,-308.4866634617303,170.6377735015167,0.0,1.0,1745731816.9056718,0.48774915039980904,86.15721527816986,5.0323554368e-07,0.8227302900908489,-10.631687278169862,3.8584149961e-07,-1.5014925001e-07,0.0
135,16.667818,285.269564,221.254658,921.3867,921.3867,0.039748301699745435,0.039748301699745435,0.408309,0.40830900000000003,5.551115123125783e-17,65.053776,65.05377600000001,1.4210854715202004e-14,5.551115123125783e-17,0.28870765055,0.71077035563,0.00052199382231,0.70787746995,0.21215840352,0.063619209353,0.016344917176,-242.3639895408609,287.73950616565224,0.0,1.0,1584614594.6583533,0.4979952263531446,67.67796244929204,5.8145791608e-07,0.8199054496768505,-2.624186449292043,4.7474179178e-07,-4.3609046896e-08,0.0
136,16.655979,295.256566,231.24166,955.7647,955.7647,0.04123135666009362,0.04123135666009362,0.360707,0.36070700000000006,5.551115123125783e-17,55.515744,55.515744000000005,7.105427357601002e-15,5.551115123125783e-17,0.35859591202,0.63995452888,0.0014495590974,0.70837432246,0.2088305821,0.066862072048,0.015933023391,-123.7245770411602,321.7848554574954,0.0,1.0,1967952786.4056282,0.45484068613363066,46.899389612522455,4.8566444612e-07,0.7930403127877296,8.616354387477546,3.6786180069e-07,1.1410241637e-07,0.0
137,16.702403,305.14277,241.127864,983.2,983.2,0.04241490595771538,0.04241490595771538,0.335544,0.33554400000000006,5.551115123125783e-17,48.834623,48.834623,0.0,5.551115123125783e-17,0.47316841799,0.52086858288,0.0059629991286,0.73997712965,0.18063134462,0.068140237951,0.011251287775,-44.02747182973877,326.95583574420596,0.0,1.0,2573883849.188637,0.4377422086697513,26.944748994228863,3.8199081917e-07,0.7665333462351734,21.889874005771137,2.1140929646e-07,2.0259083065e-07,0.0
138,16.646985,315.042291,251.027385,1008.116,1008.1159999999999,0.0434897735297683,0.0434897735297683,0.326591,0.32659100000000013,1.1102230246251565e-16,36.862683,36.862683,0.0,1.1102230246251565e-16,0.66198263024,0.33650394016,0.0015134295909,0.75148952008,0.13732219029,0.10006665745,0.011121632183,92.26724772372933,316.0487216173532,0.0,1.0,3567284996.8375254,0.42373014622431715,-2.2189998500600865,2.8260035318e-07,0.7707523359150072,39.08168285006008,4.4678599724e-08,2.1318336168e-07,0.0
139,16.685176,325.021144,261.006238,1044.0,1044.0,0.045037796806198994,0.045037796806198994,0.298546,0.29854600000000003,5.551115123125783e-17,31.01284,31.01284,0.0,5.551115123125783e-17,0.75967262277,0.23844252316,0.0018848540637,0.77085337845,0.080618369546,0.13744182076,0.011086431251,146.2024879107869,275.26444850985166,0.0,1.0,4104785083.173797,0.3797549208006951,-22.06109481591758,2.5433731093e-07,0.786154394972763,53.07393481591758,-5.5609101855e-08,1.9205985622e-07,0.0
140,16.630886,334.987281,270.972375,1042.235,1042.235,0.04496165532021917,0.04496165532021917,0.314734,0.31473399999999996,5.551115123125783e-17,19.886249,19.886248999999996,3.552713678800501e-15,-5.551115123125783e-17,0.77903902091,0.21889009943,0.002070879665,0.77555523409,0.063100477342,0.14958823231,0.011756056254,252.1183365915919,209.8521375479866,0.0,1.0,4096629328.1472692,0.40300994624361813,-44.202319862618175,2.5441281515e-07,0.7809583930460723,64.08856886261817,-1.2280666864e-07,1.561876388e-07,0.0
141,16.661423,344.936044,280.921138,1041.127,1041.127,0.044913856585677724,0.044913856585677724,0.294612,0.29461199999999993,5.551115123125783e-17,12.808728,12.808727999999986,1.4210854715202004e-14,-5.551115123125783e-17,0.77816551418,0.22065965221,0.0011748336169,0.77492923337,0.0633154559,0.14950768027,0.012247630467,276.5773540754925,132.61728644181932,0.0,1.0,4009424054.2954097,0.38301857273126777,-61.5221352194217,2.5966996404e-07,0.7691846322207061,74.3308632194217,-1.7059525102e-07,1.0387968677e-07,0.0
142,16.684682,354.942574,290.927668,1029.714,1029.714,0.04442150373610957,0.04442150373610957,0.298125,0.29812500000000003,5.551115123125783e-17,3.365373,3.365372999999988,1.199040866595169e-14,5.551115123125783e-17,0.77519387272,0.22226942228,0.0025367050073,0.77481999883,0.064397281833,0.14830642497,0.012476294363,304.867725001724,35.97959258353446,0.0,1.0,3909552512.3093996,0.3920276539204645,-81.25062944165639,2.6338410771e-07,0.760469311332012,84.61600244165639,-1.9676868061e-07,3.7421732616e-08,0.0
143,21.392434,4.994675,300.979769,1118.4,1118.4,0.048247386923422377,0.048247386923422377,0.273615,0.27361500000000005,5.551115123125783e-17,-4.565379,-4.565378999999992,7.993605777301127e-15,5.551115123125783e-17,0.74783545687,0.25055985117,0.0016046919593,0.77003642858,0.070842982601,0.14534924908,0.013771339745,302.1334771996278,-48.5603116610086,0.0,1.0,3651838003.658339,0.4062157399379603,80.33087993527187,3.0625673945e-07,0.6735706500240196,-84.89625893527186,-2.0302056124e-07,-3.6556535561e-08,0.0
144,21.438142,14.823849,310.808943,1083.494,1083.494,0.0467415542267584,0.0467415542267584,0.285627,0.285627,0.0,-12.277363,-12.277363000000006,7.105427357601002e-15,0.0,0.74499064864,0.2515181695,0.0034911818572,0.76974058656,0.070875629386,0.14564267653,0.013741107532,281.4876827503149,-128.60617090428812,0.0,1.0,3568232403.2353377,0.42051959307986947,62.34060349999081,3.0365006467e-07,0.6792239997857858,-74.61796649999081,-1.7722359283e-07,-1.0549587852e-07,0.0
145,21.432293,24.79537,320.780464,1031.66,1031.66,0.0445054534991219,0.0445054534991219,0.339622,0.3396219999999999,5.551115123125783e-17,-20.731539,-20.731539000000005,3.552713678800501e-15,-5.551115123125783e-17,0.72670401147,0.26674490648,0.0065510820471,0.77185617225,0.074739844263,0.14010529117,0.013298692311,262.5644907932897,-231.99597224558127,0.0,1.0,3403720598.962912,0.5025220940983892,43.02640798122036,3.0309773379e-07,0.6758349612654148,-63.757946981220364,-1.2474623049e-07,-1.6247910888e-07,0.0
146,21.422197,34.970109,330.955203,976.0889,976.0889,0.04210813557757308,0.04210813557757308,0.395744,0.39574400000000004,5.551115123125783e-17,-31.910689,-31.91068900000001,7.105427357601002e-15,5.551115123125783e-17,0.63538734593,0.35769578799,0.0069168660798,0.78626421317,0.086816956278,0.11565620606,0.011262624487,170.416134233841,-346.6577616789004,0.0,1.0,2926011616.293057,0.6731044284840849,16.592698895673852,3.3359023408e-07,0.5879384880757134,-48.50338789567385,-2.3925321188e-08,-1.9466578253e-07,0.0
147,21.46362,44.978509,340.963603,921.7391,921.7391,0.03976350411315013,0.03976350411315013,0.418229,0.4182290000000001,5.551115123125783e-17,-43.053435,-43.05343499999999,7.105427357601002e-15,5.551115123125783e-17,0.62086705402,0.37478487178,0.0043480742001,0.79074230071,0.080249004375,0.11800584866,0.011002846254,26.173644070675984,-384.60845721789684,0.0,1.0,2826222520.148788,0.7428313904133368,-4.986587029113508,3.2613819097e-07,0.5630200950006745,-38.06684797088649,4.4006404394e-08,-1.7827115786e-07,0.0
148,21.408444,55.035491,351.020585,866.9565,866.9565,0.03740020180729259,0.03740020180729259,0.444195,0.444195,0.0,-53.613552,-53.613552,0.0,0.0,0.69224235811,0.30559160095,0.0021660409442,0.78207239413,0.073858210642,0.13204409417,0.012025301052,-114.05051477900349,-367.8216298298933,0.0,1.0,3124164391.052314,0.684988858189394,-21.086389995123476,2.7750028215e-07,0.6484704016560567,-32.52716200487652,7.5895794399e-08,-1.6316277092e-07,0.0
149,21.381165,65.075577,1.060671,839.5556,839.5556,0.03621813651370353,0.03621813651370353,0.479364,0.4793639999999999,1.1102230246251565e-16,-63.701905,-63.701905,0.0,-1.1102230246251565e-16,0.74235507428,0.25567641799,0.0019685077223,0.76983857733,0.071858212183,0.14567547614,0.012627734338,-244.4613247382213,-319.69807804479905,0.0,1.0,3421822342.689937,0.6591525699408936,-39.24267067767324,2.4535335734e-07,0.727242859787355,-24.459234322326758,1.1725308865e-07,-1.3449723148e-07,0.0
150,21.4212,74.971702,10.956796,790.4889,790.4889,0.03410141614535992,0.03410141614535992,0.513139,0.5131390000000001,1.1102230246251565e-16,-74.466536,-74.46653600000002,1.4210854715202004e-14,1.1102230246251565e-16,0.77728434147,0.22007124885,0.0026444096877,0.75342127393,0.076129242033,0.1582228745,0.012226609537,-347.44908421955023,-209.3212492775692,0.0,1.0,3547336452.26223,0.6450462066359102,-58.90420498956103,2.2284012544e-07,0.7955073523742713,-15.562331010438976,1.5175185927e-07,-9.1631685711e-08,0.0
151,21.405409,84.992367,20.977461,752.2609,752.2609,0.032452273524375845,0.032452273524375845,0.536819,0.5368189999999999,1.1102230246251565e-16,-85.592879,-85.59287900000001,1.4210854715202004e-14,-1.1102230246251565e-16,0.3960250472,0.6014320808,0.0025428719978,0.36404332334,0.56633089391,0.039357471802,0.030268310957,-399.0588665988193,-61.87915162963299,0.0,1.0,1801503879.6347597,0.5993691932492804,-76.94751344479403,4.17573844e-07,0.895639959554502,-8.645365555205968,3.5709453602e-07,-1.1115919343e-07,0.0
152,21.440216,95.035224,31.020318,746.5495,746.5495,0.032205885715296416,0.032205885715296416,0.551788,0.5517879999999998,1.1102230246251565e-16,82.800116,82.800116,0.0,-1.1102230246251565e-16,0.12563012157,0.87372000474,0.0006498736869,0.35935975316,0.5687575035,0.029727136817,0.042155606528,-398.9957102196417,102.44296425463749,0.0,1.0,589960236.6723828,0.5990099492594081,79.19919400282046,1.2654234194e-06,0.9211666695723644,3.6009219971795345,1.1564695507e-06,1.4613389323e-07,0.0
153,21.348001,104.988564,40.973658,729.5455,729.5455,0.031472339070763265,0.031472339070763265,0.563913,0.563913,0.0,70.879822,70.87982200000002,1.4210854715202004e-14,0.0,0.19616694502,0.80319669603,0.00063635894212,0.47694974684,0.44896437526,0.040503456861,0.033582421046,-323.122401418992,254.64098511749177,0.0,1.0,930948296.9442906,0.6215330080922182,55.40889252110848,7.8365845063e-07,0.9072937280208471,15.470929478891527,6.0982443348e-07,3.6557776351e-07,0.0
154,21.394317,115.216142,51.201236,717.1818,717.1818,0.03093897335393108,0.03093897335393108,0.533973,0.533973,0.0,61.909528,61.909527999999995,7.105427357601002e-15,0.0,0.35137558609,0.64416443217,0.0044599817429,0.58084478213,0.33962143787,0.053908130296,0.025625649712,-213.14241485702723,318.1593820635902,0.0,1.0,1678974002.2752073,0.6186958169998896,35.926619566296736,4.2715479753e-07,0.8630622437198332,25.982908433703262,2.2714376436e-07,2.9037350853e-07,0.0
155,21.389247,125.05014,61.035234,712.0879,712.0879,0.030719224280031564,0.030719224280031564,0.537466,0.5374659999999999,1.1102230246251565e-16,51.218565,51.218565000000005,7.105427357601002e-15,-1.1102230246251565e-16,0.4765685838,0.52211391125,0.0013175049525,0.64724864521,0.26714873632,0.065166486678,0.020436131794,-82.42637329626952,373.7416416522553,0.0,1.0,2301932935.230158,0.6583181445511629,15.921718183445222,3.0934346049e-07,0.8164228867889414,35.296846816554776,8.391520072e-08,2.3820643996e-07,0.0
156,21.456861,134.977146,70.96224,706.2857,706.2857,0.030468919390540253,0.030468919390540253,0.548644,0.5486440000000001,1.1102230246251565e-16,40.527286,40.527286,0.0,1.1102230246251565e-16,0.55877326426,0.43329012557,0.0079366101729,0.6940597805,0.21505814589,0.074195189529,0.016686884077,60.253701570955144,382.7862137410575,0.0,1.0,2715094661.5884314,0.7148971549464932,-4.16687682471386,2.6013299278e-07,0.7674446543867748,44.69416282471386,2.1312377025e-09,1.9962629837e-07,0.0
157,21.385196,144.953195,80.938289,702.9565,702.9565,0.03032529886072493,0.03032529886072493,0.556338,0.5563379999999999,1.1102230246251565e-16,29.376825,29.376824999999993,7.105427357601002e-15,-1.1102230246251565e-16,0.61548601072,0.3834004264,0.0011135628826,0.72349284298,0.1818621487,0.080364400309,0.014280608008,202.86127959291184,334.353066485572,0.0,1.0,2998067672.2170024,0.764763093740059,-24.88960339069224,2.3446985754e-07,0.7274644978999181,54.26642839069224,-5.421492886e-08,1.6172307727e-07,0.0
158,21.380731,155.06762,91.052714,707.7802,707.7802,0.030533391600623457,0.030533391600623457,0.533091,0.5330909999999999,1.1102230246251565e-16,18.575913,18.575913000000007,7.105427357601002e-15,-1.1102230246251565e-16,0.64759255464,0.34890127322,0.0035061721399,0.74531133434,0.15721069153,0.084998863101,0.012479111025,300.73140030078474,227.8692777001692,0.0,1.0,3193929332.0298147,0.7676516914682119,-45.56251347939882,2.216017095e-07,0.6944438551036203,64.13842647939882,-9.532896381e-08,1.2080771485e-07,0.0
159,21.409619,165.012388,100.997482,710.4719,710.4719,0.030649510602216604,0.030649510602216604,0.547366,0.547366,0.0,10.221549,10.221548999999992,7.105427357601002e-15,0.0,0.667730399,0.32761993115,0.004649669849,0.75742497204,0.14306763998,0.08806730321,0.011440084778,364.3958019248275,135.8296804651985,0.0,1.0,3315908253.82256,0.8157113652414942,-63.69854916457692,2.1426162777e-07,0.6710290224262725,73.92009816457691,-1.2171579429e-07,7.6529325356e-08,0.0
