index,zenith_deg,relative_azimuth_deg,intensity_gain,dolp_scale,aop_offset_deg,source_reference_intensity,source_model_intensity,source_reference_dop,source_model_dop,source_reference_aop_deg,source_model_aop_deg
42,7.324242,75.169393,2.54305088932790613e+09,5.89516206235460527e-01,-5.68430573409740560e+01,7.48129000000000019e+02,2.94185618989999988e-07,4.87611999999999990e-01,8.27139262402637576e-01,-7.74606189999999941e+01,-2.06175616590259381e+01
43,7.507604,85.099604,1.44857857596615243e+09,5.40681847440275809e-01,-7.50685472125774140e+01,7.62399999999999977e+02,5.26309040219999991e-07,4.74459000000000020e-01,8.77519750748445793e-01,8.94940540000000055e+01,-1.54373987874225751e+01
44,7.378463,95.073542,1.46222857572517371e+09,5.73122617272900370e-01,8.72808908218980690e+01,7.33161299999999983e+02,5.01399926229999964e-07,5.05512999999999990e-01,8.82032892726152595e-01,8.27049260000000004e+01,-4.57596482189806597e+00
45,7.294968,104.30166,1.13579188204402876e+09,5.58374276989257012e-01,6.94520877970432764e+01,7.18769199999999955e+02,6.32835303160000026e-07,4.96194000000000024e-01,8.88640505926362123e-01,7.35897939999999977e+01,4.13770620295672220e+00
46,7.317628,114.609021,9.04106030647534966e+08,5.87604014619813708e-01,4.77907925287117905e+01,7.34060600000000022e+02,8.11918707669999993e-07,5.27793999999999985e-01,8.98213740662559212e-01,6.20153919999999985e+01,1.42245994712882045e+01
47,7.373759,124.945144,8.44667204495854735e+08,6.01364387755501606e-01,2.61134734849980319e+01,7.16387100000000032e+02,8.48129412610000038e-07,5.41596999999999995e-01,9.00613689515978755e-01,5.10348290000000020e+01,2.49213555150019701e+01
48,7.483038,134.960077,9.22037354610795021e+08,5.61211033327145059e-01,6.06460120696023353e+00,7.07200000000000045e+02,7.66997124860000038e-07,5.03754999999999953e-01,8.97621340431394521e-01,4.15363260000000025e+01,3.54717247930397690e+01
49,7.37195,144.912575,1.03813312213947332e+09,5.95324400670379839e-01,-1.65692243446518468e+01,7.04516100000000051e+02,6.78637532100000010e-07,5.31100000000000017e-01,8.92118648928116542e-01,2.91378549999999983e+01,4.57070793446518451e+01
50,7.44741,155.135172,1.19256295675656748e+09,5.99568931989193477e-01,-3.52422442399256823e+01,7.11500000000000000e+02,5.96614204699999989e-07,5.29456999999999955e-01,8.83062766850539194e-01,2.10361140000000013e+01,5.62783582399256801e+01
51,7.352167,165.181101,1.32689178199298668e+09,6.36938951292750799e-01,-5.78446473081069783e+01,7.21866700000000037e+02,5.44028314739999965e-07,5.57625999999999955e-01,8.75477938455836546e-01,8.53056100000000050e+00,6.63752083081069770e+01
52,7.341512,175.263881,1.41369460000370026e+09,6.03436166727273515e-01,-7.63867540827520628e+01,7.15870999999999981e+02,5.06383061799999959e-07,5.25996000000000019e-01,8.71668005669482771e-01,-4.89600000000000018e-03,7.63818580827520606e+01
53,7.336594,185.009951,1.45329040128932118e+09,5.81281678019942794e-01,8.17162227808097157e+01,7.01428599999999960e+02,4.82648615429999984e-07,5.05414999999999948e-01,8.69483796085965821e-01,-1.23540829999999993e+01,8.59296942191902815e+01
54,7.568418,195.123971,1.61417986450195551e+09,5.47636719164186214e-01,6.34214926182917083e+01,7.37032299999999964e+02,4.56598620889999986e-07,4.73909000000000025e-01,8.65371118144322216e-01,-2.06445779999999992e+01,-8.40660706182917039e+01
55,7.15006,204.922047,1.56337889110424042e+09,6.16218369250998932e-01,4.46331929422541265e+01,7.48000000000000000e+02,4.78450876019999984e-07,5.34314999999999984e-01,8.67087102011335875e-01,-3.04561360000000008e+01,-7.50893289422541272e+01
56,7.401573,215.068297,1.58974203399088764e+09,5.67308745642664536e-01,2.46811201675387650e+01,7.57677400000000034e+02,4.76603992220000021e-07,4.88603000000000010e-01,8.61264705952127896e-01,-4.07245429999999971e+01,-6.54056631675387621e+01
57,7.363018,225.150533,1.53754649678155875e+09,5.90065266229787166e-01,3.09976730967724734e+00,7.66399999999999977e+02,4.98456470490000021e-07,5.10827000000000031e-01,8.65712708805792319e-01,-5.30516289999999984e+01,-5.61513963096772457e+01
58,7.381269,235.089071,1.43213543959562659e+09,5.90858003415634769e-01,-1.61678482197381896e+01,7.50133299999999963e+02,5.23786563240000042e-07,5.12808999999999959e-01,8.67905650825665842e-01,-6.33085099999999983e+01,-4.71406617802618086e+01
59,7.369499,245.082665,1.32644775590870643e+09,5.24615712848318094e-01,-3.31133044455066354e+01,7.47200000000000045e+02,5.63309030960000045e-07,4.55728999999999995e-01,8.68691098720035249e-01,-7.13140400000000056e+01,-3.82007355544933702e+01
60,7.2952,255.062744,1.31372502369354582e+09,5.46376907687417535e-01,-5.07971607605821944e+01,8.01066699999999969e+02,6.09767406080000039e-07,4.74791999999999992e-01,8.68982552739268943e-01,-8.01101419999999962e+01,-2.93129812394178018e+01
61,7.354802,264.893914,1.22215027732029438e+09,4.93762864272768442e-01,-6.96489151191725426e+01,7.79862100000000055e+02,6.38106552420000043e-07,4.28064000000000000e-01,8.66942475778262334e-01,8.99734200000000044e+01,-2.03776648808274565e+01
62,7.353478,274.845058,1.26924529495973730e+09,5.52927269205491512e-01,8.86776616568642453e+01,7.96129000000000019e+02,6.27245972990000047e-07,4.75816999999999990e-01,8.60541750244490089e-01,7.77906509999999969e+01,-1.08870106568642502e+01
63,7.456517,284.680657,1.47072100935469270e+09,4.62823773212062528e-01,7.22760274304592514e+01,8.16857099999999946e+02,5.55412681809999985e-07,3.93251999999999990e-01,8.49679776107384099e-01,7.16029170000000050e+01,-6.73110430459244014e-01
64,7.449711,294.529051,1.85678995716908169e+09,4.85204332861191023e-01,4.73799387579632949e+01,8.32484799999999950e+02,4.48346242280000016e-07,4.03202999999999978e-01,8.30996288970382579e-01,5.82236669999999989e+01,1.08437282420367023e+01
65,7.365545,305.010958,2.11378379131544518e+09,5.04764417119969000e-01,2.65306182840940963e+01,8.30933300000000031e+02,3.93102314159999993e-07,4.21395000000000020e-01,8.34834995708197192e-01,4.89653119999999973e+01,2.24346937159059010e+01
66,7.300477,315.147762,2.08265943018414927e+09,4.80017351279404536e-01,7.54317131091399773e+00,8.37419399999999996e+02,4.02091377909999988e-07,3.99226999999999999e-01,8.31692852218629985e-01,3.96626609999999999e+01,3.21194896890860022e+01
67,7.408634,325.071127,2.88541486728549051e+09,4.91481937682064052e-01,-1.58643221685675293e+01,8.29241399999999999e+02,2.87390700520000017e-07,4.04554999999999998e-01,8.23132996317157750e-01,3.17550530000000002e+01,4.76193751685675295e+01
68,7.384448,334.879866,3.36611652377315092e+09,4.61040311064482622e-01,-4.13689220169517284e+01,8.55733299999999986e+02,2.54219749660000024e-07,3.85494000000000003e-01,8.36139467088992894e-01,1.86980900000000005e+01,6.00670120169517290e+01
69,7.471421,344.834186,3.93337180055011702e+09,5.08848037315457691e-01,-6.51099746470249272e+01,8.87733299999999986e+02,2.25692699549999987e-07,4.31875999999999982e-01,8.48732761707127636e-01,8.02434000000000047e+00,7.31343146470249224e+01
70,7.342331,354.694203,3.82013081986226606e+09,5.04361185989497307e-01,-8.05051792250425535e+01,8.76266700000000014e+02,2.29381333080000010e-07,4.18511999999999995e-01,8.29786295269586804e-01,2.91256000000000004e+00,8.34177392250425527e+01
71,12.033837,5.00922,3.92763934805594778e+09,4.33489882145197181e-01,7.90927592176383172e+01,9.25919999999999959e+02,2.35744659310000008e-07,3.53318999999999994e-01,8.15057085649939173e-01,-5.85245899999999963e+00,-8.49452182176383133e+01
72,11.886921,14.748477,3.72277588818603039e+09,5.10681464665378892e-01,5.76446485774157082e+01,9.10720000000000027e+02,2.44634656330000002e-07,3.91423000000000021e-01,7.66471914653251929e-01,-1.63568919999999984e+01,-7.40015405774157102e+01
73,11.969414,24.83874,3.56834955150475216e+09,4.92545140417251837e-01,3.62622872532082567e+01,8.80000000000000000e+02,2.46612611040000024e-07,3.66595999999999977e-01,7.44289142086436928e-01,-2.70589990000000000e+01,-6.33212862532082568e+01
74,11.940608,35.008722,3.40504090996373653e+09,6.21317089228707986e-01,1.62121593916087363e+01,8.53279999999999973e+02,2.50593171289999978e-07,4.38749999999999973e-01,7.06161165701488236e-01,-3.60075300000000027e+01,-5.22196893916087390e+01
75,12.087003,44.927017,3.35643153394323683e+09,6.56755049720211703e-01,-3.93296313637319628e+00,8.20639999999999986e+02,2.44497762490000017e-07,4.67679999999999985e-01,7.12107200697184251e-01,-4.66353819999999999e+01,-4.27024188636268036e+01
76,11.994303,54.909709,3.52903777904671431e+09,5.79577090927733352e-01,-2.46255934804740235e+01,8.13333300000000008e+02,2.30468856079999990e-07,4.37060000000000004e-01,7.54101579999297056e-01,-5.84176240000000035e+01,-3.37920305195259800e+01
77,12.108702,65.099398,3.58868770931025457e+09,6.11806027507731942e-01,-4.22927332520711374e+01,7.85882399999999961e+02,2.18988795810000006e-07,4.86302999999999985e-01,7.94864676278224658e-01,-6.69444400000000002e+01,-2.46517067479288627e+01
78,11.945427,75.021699,3.40309885729405403e+09,6.00087067710242228e-01,-6.00449866454746939e+01,7.67039999999999964e+02,2.25394568940000010e-07,4.94875000000000009e-01,8.24671996162655407e-01,-7.66184319999999985e+01,-1.65734453545253047e+01
79,12.010762,85.001512,2.17951681406434202e+09,5.87009496454420021e-01,-7.58944956274634706e+01,7.43673499999999990e+02,3.41210260549999999e-07,5.09732999999999992e-01,8.68355628109637623e-01,-8.72383769999999998e+01,-1.13438813725365311e+01
80,12.044441,94.898256,1.26447258717547464e+09,5.64277434494025898e-01,8.74275593714738903e+01,7.25440000000000055e+02,5.73709550809999954e-07,5.10939999999999950e-01,9.05476577241029812e-01,8.42592640000000017e+01,-3.16829537147389084e+00
81,12.113027,104.895774,7.81266291130623579e+08,5.67083021622262762e-01,6.53398836926951958e+01,7.21230800000000045e+02,9.23156173749999980e-07,5.16951000000000049e-01,9.11596680361105971e-01,7.23138139999999936e+01,6.97393030730479691e+00
82,11.924596,114.893586,7.80075910641476750e+08,5.55087224555781744e-01,4.36387305791555349e+01,7.31846199999999953e+02,9.38173054719999978e-07,5.06099999999999994e-01,9.11748600240287255e-01,6.13733410000000035e+01,1.77346104208444686e+01
83,11.973026,124.972469,9.75493358718119740e+08,5.91820329432106718e-01,2.12052960094591683e+01,6.95200000000000045e+02,7.12665026149999951e-07,5.34830000000000028e-01,9.03703325827294734e-01,4.99855570000000000e+01,2.87802609905408318e+01
84,12.078166,134.944986,1.32218753454116249e+09,5.95362952602273454e-01,5.38444351037803415e-01,7.01803899999999999e+02,5.30789983770000007e-07,5.29557999999999973e-01,8.89470864260790028e-01,4.00459129999999988e+01,3.95074686489621953e+01
85,12.007323,145.005619,1.61676816785665298e+09,6.41296839438140642e-01,-2.06498654304200855e+01,7.08081599999999980e+02,4.37961121499999978e-07,5.60131000000000046e-01,8.73434836339981979e-01,2.92182209999999998e+01,4.98680864304200853e+01
86,12.070096,155.014491,1.80920149201490593e+09,6.60496237419154864e-01,-3.80225113452856363e+01,6.85176500000000033e+02,3.78717629309999998e-07,5.65111999999999948e-01,8.55587008652975101e-01,2.21286960000000015e+01,6.01512073452856342e+01
87,12.039014,164.959744,2.09711510891922784e+09,6.63819192845463535e-01,-6.01615996078014064e+01,7.11679999999999950e+02,3.39361438470000018e-07,5.56103000000000014e-01,8.37732632610790229e-01,9.88748900000000042e+00,7.00490886078014086e+01
88,11.93527,174.948521,2.25569027155646849e+09,6.49888591158818696e-01,-8.20788011122037489e+01,7.23451000000000022e+02,3.20722667080000001e-07,5.39479999999999960e-01,8.30111510402192443e-01,-2.23878600000000016e+00,7.98400151122037443e+01
89,11.993738,185.0526,2.32264356931439686e+09,6.26553763945205566e-01,7.92810433806773887e+01,7.14509800000000041e+02,3.07627829530000025e-07,5.16263000000000027e-01,8.23972386263007284e-01,-1.09906620000000004e+01,8.97282946193226110e+01
90,11.971274,195.142688,2.35127909462634134e+09,6.43223005295473160e-01,5.91957977106550572e+01,7.18615400000000022e+02,3.05627435570000000e-07,5.26942000000000021e-01,8.19221320851144186e-01,-2.14015540000000009e+01,-8.05973517106550617e+01
91,11.938681,205.289387,2.31309509639282799e+09,6.54470721732053673e-01,4.08848817024167914e+01,7.13000000000000000e+02,3.08245000870000026e-07,5.39078999999999975e-01,8.23686961233850101e-01,-3.01791079999999994e+01,-7.10639897024167908e+01
92,12.056895,214.928691,2.29521794378192234e+09,5.96758119451203273e-01,2.07891239922913300e+01,7.22399999999999977e+02,3.14741352540000026e-07,4.93964999999999987e-01,8.27747430490372027e-01,-4.13046819999999997e+01,-6.20938059922913297e+01
93,11.954323,225.007403,2.22075209495762300e+09,6.03440391978282031e-01,1.15282182935995081e+00,7.38666699999999992e+02,3.32620062220000010e-07,5.02650000000000041e-01,8.32973739712953298e-01,-5.18959669999999988e+01,-5.30487888293599497e+01
94,12.02062,235.044264,2.12750539065114522e+09,5.66357071267730383e-01,-1.75013952251834368e+01,7.62240000000000009e+02,3.58278763170000004e-07,4.74405000000000021e-01,8.37642935998123339e-01,-6.17480979999999988e+01,-4.42467027748165620e+01
95,11.933567,244.991921,1.89223241038102961e+09,5.79215603678394753e-01,-3.61455846269656718e+01,7.56408199999999965e+02,3.99743813629999991e-07,4.87283999999999995e-01,8.41282584421812141e-01,-7.20016490000000005e+01,-3.58560643730343287e+01
96,12.009306,255.00876,1.70369912917061615e+09,5.72790373995996194e-01,-5.44047708633969194e+01,7.68627500000000055e+02,4.51152135280000004e-07,4.83897000000000022e-01,8.44806445723165100e-01,-8.19794650000000047e+01,-2.75746941366030818e+01
97,11.936833,265.199973,1.53828282224094510e+09,5.11348783439568133e-01,-7.25849740440968674e+01,8.02666699999999992e+02,5.21793969479999979e-07,4.33192999999999995e-01,8.47157584078217063e-01,8.80716520000000003e+01,-1.93433739559031324e+01
98,12.003083,275.133354,1.42888631676622963e+09,5.12474438261294574e-01,8.88663150454781601e+01,8.42612200000000030e+02,5.89698557619999953e-07,4.33643000000000001e-01,8.46174887222178151e-01,7.77013989999999950e+01,-1.11649160454781597e+01
99,11.995859,284.420666,1.51305943484879065e+09,4.67436588476507375e-01,7.15127827069757984e+01,8.83818200000000047e+02,5.84126558180000045e-07,3.91670999999999991e-01,8.37912584627903523e-01,6.89899690000000021e+01,-2.52281370697579321e+00
100,12.009188,294.661801,1.96429966299843740e+09,4.71849180274546698e-01,4.83913679855711791e+01,8.88769199999999955e+02,4.52461107000000008e-07,3.85187000000000002e-01,8.16334998772018428e-01,5.80934579999999983e+01,9.70209001442882268e+00
101,12.002696,304.898739,2.36352314270270491e+09,4.69843953807168702e-01,2.50557396754855226e+01,9.02431400000000053e+02,3.81816189440000006e-07,3.77703000000000011e-01,8.03890306429302703e-01,4.69817930000000032e+01,2.19260533245144806e+01
102,11.924862,314.958485,2.94136052810530806e+09,4.99342326325419805e-01,3.09857113766137360e+00,9.28159999999999968e+02,3.15554652730000023e-07,3.95793000000000006e-01,7.92628581904076257e-01,3.86179860000000019e+01,3.55194148623386283e+01
103,12.045527,325.008086,3.76598625126457071e+09,4.29002167453673477e-01,-2.24194379361543135e+01,9.42902000000000044e+02,2.50373192329999983e-07,3.46716999999999997e-01,8.08194051927350277e-01,2.92924970000000009e+01,5.17119349361543144e+01
104,11.969554,335.1349,4.07525918794974852e+09,4.26406919697012110e-01,-4.27829532521390163e+01,9.48320000000000050e+02,2.32701763560000006e-07,3.55383999999999978e-01,8.33438632404281288e-01,2.12501320000000007e+01,6.40330852521390170e+01
105,12.028453,345.127278,4.18161238625454378e+09,4.04172422363624162e-01,-6.29011018399963504e+01,9.70775499999999965e+02,2.32153392119999998e-07,3.35695999999999994e-01,8.30576213084579074e-01,1.17014610000000001e+01,7.46025628399963523e+01
106,11.95482,355.055306,4.01231517226413822e+09,4.46379946588287002e-01,-7.90807146619980870e+01,9.34399999999999977e+02,2.32883001429999993e-07,3.69518000000000013e-01,8.27810484821846937e-01,5.68041600000000013e+00,8.47611306619980809e+01
107,16.681388,4.82598,3.87879071417981911e+09,4.50961366504036343e-01,7.81185079319132569e+01,1.02376800000000003e+03,2.63939994560000002e-07,3.42252000000000001e-01,7.58938626280166395e-01,-7.10285299999999964e+00,-8.52213609319132530e+01
108,16.690346,14.746792,3.69336041229476452e+09,4.59695685766490891e-01,6.12929734179268451e+01,9.89257100000000037e+02,2.67847431489999988e-07,3.42237999999999987e-01,7.44488170319363762e-01,-1.35775900000000007e+01,-7.48705634179268458e+01
109,16.718102,24.745217,3.40017999426495743e+09,5.36530240404385350e-01,3.87411449735210596e+01,9.48756799999999998e+02,2.79031345870000020e-07,3.69520000000000015e-01,6.88721664078973506e-01,-2.37417839999999991e+01,-6.24829289735210551e+01
110,16.69055,34.933928,3.16587759498323298e+09,5.99916709536884585e-01,1.66686404777244306e+01,9.08957700000000045e+02,2.87110816110000017e-07,3.83691000000000004e-01,6.39573783994442313e-01,-3.37313479999999970e+01,-5.03999884777244276e+01
111,16.742035,45.009938,3.20402812463660574e+09,6.29375752550676126e-01,-3.00468023143578478e+00,8.82888900000000035e+02,2.75555914509999982e-07,4.05897000000000008e-01,6.44919983578995493e-01,-4.40342419999999990e+01,-4.10295617685642142e+01
112,16.674523,55.123807,3.31482530604703903e+09,6.14140219195960402e-01,-2.08316252939630289e+01,8.29600000000000023e+02,2.50269598970000004e-07,4.36134000000000022e-01,7.10153783074151668e-01,-5.39970029999999994e+01,-3.31653777060369706e+01
113,16.748421,64.962075,3.47073843021306944e+09,6.02421498464558058e-01,-4.00444140452368984e+01,8.00231899999999996e+02,2.30565315160000002e-07,4.59880999999999984e-01,7.63387430847234150e-01,-6.46447789999999998e+01,-2.46003649547631014e+01
114,16.688781,74.907872,3.57758712983736134e+09,6.16884675463966636e-01,-6.04782008944805796e+01,7.75555600000000027e+02,2.16781750340000013e-07,5.01873000000000014e-01,8.13560491874003922e-01,-7.61256599999999963e+01,-1.56474591055194185e+01
115,16.687992,84.920613,2.37828388739673424e+09,6.12370900807279517e-01,-7.57837537871349696e+01,7.53915499999999952e+02,3.16999792999999983e-07,5.36486000000000018e-01,8.76080165293220969e-01,-8.54358950000000021e+01,-9.65214121286503079e+00
116,16.687067,95.007426,9.80358282798898935e+08,5.99205565590296363e-01,8.41999911363358962e+01,7.40777799999999957e+02,7.55619463819999993e-07,5.49319000000000002e-01,9.16745490270686081e-01,8.35965340000000054e+01,-6.03457136335896926e-01
117,16.751756,105.365641,6.62647266467855811e+08,5.89587796924926133e-01,6.06416087884579440e+01,7.20216199999999958e+02,1.08687719159999989e-06,5.41035999999999961e-01,9.17651285901515346e-01,7.19868830000000059e+01,1.13452742115420602e+01
118,16.777929,115.14533,1.01171772619966280e+09,6.11217995657497348e-01,4.03289848649691578e+01,7.03522399999999948e+02,6.95374195569999952e-07,5.53005999999999998e-01,9.04760664654715052e-01,6.27330619999999968e+01,2.24040771350308390e+01
119,16.669374,124.956588,1.52915745512352800e+09,6.22584393729071817e-01,1.73481665586611058e+01,7.04225400000000036e+02,4.60531646130000020e-07,5.47687999999999953e-01,8.79700817297286330e-01,5.00468580000000003e+01,3.26986914413388945e+01
120,16.723874,135.087373,2.04706165029924560e+09,6.40587230747388992e-01,-2.96795114157501416e+00,7.15042299999999955e+02,3.49301790640000009e-07,5.43397000000000019e-01,8.48279475327669674e-01,4.00360110000000020e+01,4.30039621415750162e+01
121,16.680578,145.000584,2.32900385402464771e+09,6.66864971132165030e-01,-2.28129986081973080e+01,6.90971400000000017e+02,2.96681089129999983e-07,5.45043999999999973e-01,8.17322881834167347e-01,3.00194000000000010e+01,5.28323986081973089e+01
122,16.685572,154.994874,2.53356107508858442e+09,7.10293870655270609e-01,-4.21163976904874033e+01,6.81126800000000003e+02,2.68841673759999992e-07,5.60977999999999977e-01,7.89782966143968590e-01,2.05751629999999999e+01,6.26915606904874068e+01
123,16.737298,165.0759,2.77557753150218201e+09,7.26444408617853199e-01,-6.20355427238625836e+01,6.97142900000000054e+02,2.51170393220000014e-07,5.58037000000000005e-01,7.68175779701755435e-01,1.06101310000000009e+01,7.26456737238625863e+01
124,16.679514,174.901879,2.90962805559560966e+09,7.34923026857582817e-01,-8.26182412582637511e+01,7.07130400000000009e+02,2.43031200720000013e-07,5.54544999999999955e-01,7.54562014978832019e-01,-3.67864999999999998e-01,8.22503762582637563e+01
125,16.68856,184.82563,2.97191904152857447e+09,7.24240436992777070e-01,7.55600188570817295e+01,7.08056299999999965e+02,2.38248852039999990e-07,5.44116000000000044e-01,7.51291935947821954e-01,-1.25379439999999995e+01,-8.80979628570817255e+01
126,16.665952,194.99392,2.98008098976065302e+09,7.32305960542524059e-01,5.70549514072968122e+01,7.09333300000000008e+02,2.38024839739999998e-07,5.51583999999999963e-01,7.53215226585568942e-01,-2.12665070000000007e+01,-7.83214584072968165e+01
127,16.695656,204.925435,2.99541676542975140e+09,7.45459202143436417e-01,3.69270081545815501e+01,7.20676100000000019e+02,2.40592931279999979e-07,5.65729999999999955e-01,7.58901356872841770e-01,-3.19120050000000006e+01,-6.88390131545815507e+01
128,16.726825,215.007886,2.94435537873879671e+09,7.16228604914212141e-01,1.70108718545931694e+01,7.28225400000000036e+02,2.47329315359999996e-07,5.50645999999999969e-01,7.68813192075670893e-01,-4.24448209999999975e+01,-5.94556928545931669e+01
129,16.638964,224.976076,2.84292144874557066e+09,6.91940799716302291e-01,-1.59828036660624662e+00,7.42724600000000009e+02,2.61253999939999989e-07,5.41065000000000018e-01,7.81952733849251569e-01,-5.19839410000000015e+01,-5.03856606333937549e+01
130,16.688541,234.948398,2.70191206938820648e+09,6.52597658926617474e-01,-2.16730837705814281e+01,7.54285700000000020e+02,2.79167375040000004e-07,5.16805999999999988e-01,7.91921320787503991e-01,-6.32406539999999993e+01,-4.15675702294185712e+01
131,16.564558,245.073557,2.54082529755802679e+09,5.72265722864095605e-01,-4.28494949272816115e+01,7.82171399999999949e+02,3.07841472119999980e-07,4.60565999999999975e-01,8.04811439159667130e-01,-7.59664800000000042e+01,-3.31169850727183928e+01
132,16.71268,255.039947,2.31940309477778530e+09,5.89574112673901918e-01,-5.83991783503980670e+01,8.09855099999999993e+02,3.49165309739999984e-07,4.78113000000000010e-01,8.10946392865875443e-01,-8.35147269999999935e+01,-2.51155486496019265e+01
133,16.632339,264.947867,2.01648165652570415e+09,5.31683224001113452e-01,-7.65563602202138895e+01,8.39314300000000003e+02,4.16227094000000009e-07,4.34257999999999977e-01,8.16760771069749980e-01,8.56182260000000070e+01,-1.78254137797861070e+01
134,16.691813,274.954761,1.74573181690567183e+09,4.87749150399809039e-01,8.61572152781698577e+01,8.78514300000000048e+02,5.03235543680000039e-07,4.01285999999999976e-01,8.22730290090848859e-01,7.55255279999999942e+01,-1.06316872781698617e+01
135,16.667818,285.269564,1.58461459465835333e+09,4.97995226353144582e-01,6.76779624492920391e+01,9.21386700000000019e+02,5.81457916080000016e-07,4.08308999999999978e-01,8.19905449676850528e-01,6.50537759999999992e+01,-2.62418644929204303e+00
136,16.655979,295.256566,1.96795278640562820e+09,4.54840686133630656e-01,4.68993896125224552e+01,9.55764699999999948e+02,4.85664446119999955e-07,3.60707000000000000e-01,7.93040312787729573e-01,5.55157439999999980e+01,8.61635438747754634e+00
137,16.702403,305.14277,2.57388384918863678e+09,4.37742208669751276e-01,2.69447489942288634e+01,9.83200000000000045e+02,3.81990819169999990e-07,3.35544000000000009e-01,7.66533346235173441e-01,4.88346230000000006e+01,2.18898740057711372e+01
138,16.646985,315.042291,3.56728499683752537e+09,4.23730146224317150e-01,-2.21899985006008649e+00,1.00811599999999999e+03,2.82600353180000020e-07,3.26591000000000020e-01,7.70752335915007247e-01,3.68626829999999970e+01,3.90816828500600835e+01
139,16.685176,325.021144,4.10478508317379713e+09,3.79754920800695117e-01,-2.20610948159175813e+01,1.04400000000000000e+03,2.54337310930000006e-07,2.98545999999999978e-01,7.86154394972762960e-01,3.10128400000000006e+01,5.30739348159175819e+01
140,16.630886,334.987281,4.09662932814726925e+09,4.03009946243618133e-01,-4.42023198626181753e+01,1.04223499999999990e+03,2.54412815150000013e-07,3.14734000000000014e-01,7.80958393046072286e-01,1.98862489999999994e+01,6.40885688626181746e+01
141,16.661423,344.936044,4.00942405429540968e+09,3.83018572731267770e-01,-6.15221352194216990e+01,1.04112699999999995e+03,2.59669964039999990e-07,2.94611999999999985e-01,7.69184632220706099e-01,1.28087280000000003e+01,7.43308632194217012e+01
142,16.684682,354.942574,3.90955251230939960e+09,3.92027653920464514e-01,-8.12506294416563861e+01,1.02971399999999994e+03,2.63384107709999999e-07,2.98124999999999973e-01,7.60469311332012010e-01,3.36537299999999995e+00,8.46160024416563914e+01
143,21.392434,4.994675,3.65183800365833902e+09,4.06215739937960285e-01,8.03308799352718665e+01,1.11840000000000009e+03,3.06256739449999985e-07,2.73614999999999997e-01,6.73570650024019613e-01,-4.56537900000000008e+00,-8.48962589352718595e+01
144,21.438142,14.823849,3.56823240323533773e+09,4.20519593079869469e-01,6.23406034999908130e+01,1.08349399999999991e+03,3.03650064670000007e-07,2.85627000000000020e-01,6.79223999785785848e-01,-1.22773629999999994e+01,-7.46179664999908141e+01
145,21.432293,24.79537,3.40372059896291208e+09,5.02522094098389216e-01,4.30264079812203590e+01,1.03166000000000008e+03,3.03097733789999985e-07,3.39621999999999979e-01,6.75834961265414758e-01,-2.07315390000000015e+01,-6.37579469812203641e+01
146,21.422197,34.970109,2.92601161629305696e+09,6.73104428484084916e-01,1.65926988956738519e+01,9.76088899999999967e+02,3.33590234079999999e-07,3.95743999999999985e-01,5.87938488075713361e-01,-3.19106890000000014e+01,-4.85033878956738533e+01
147,21.46362,44.978509,2.82622252014878798e+09,7.42831390413336790e-01,-4.98658702911350815e+00,9.21739100000000008e+02,3.26138190969999982e-07,4.18229000000000017e-01,5.63020095000674514e-01,-4.30534350000000003e+01,-3.80668479708864922e+01
148,21.408444,55.035491,3.12416439105231380e+09,6.84988858189394034e-01,-2.10863899951234757e+01,8.66956500000000005e+02,2.77500282150000013e-07,4.44195000000000007e-01,6.48470401656056739e-01,-5.36135519999999985e+01,-3.25271620048765229e+01
149,21.381165,65.075577,3.42182234268993711e+09,6.59152569940893551e-01,-3.92426706776732388e+01,8.39555600000000027e+02,2.45353357339999989e-07,4.79364000000000012e-01,7.27242859787355034e-01,-6.37019049999999964e+01,-2.44592343223267576e+01
150,21.4212,74.971702,3.54733645226222992e+09,6.45046206635910169e-01,-5.89042049895610305e+01,7.90488899999999944e+02,2.22840125440000005e-07,5.13139000000000012e-01,7.95507352374271282e-01,-7.44665360000000049e+01,-1.55623310104389763e+01
151,21.405409,84.992367,1.80150387963475966e+09,5.99369193249280396e-01,-7.69475134447940263e+01,7.52260899999999992e+02,4.17573844000000021e-07,5.36819000000000046e-01,8.95639959554502041e-01,-8.55928789999999964e+01,-8.64536555520596828e+00
152,21.440216,95.035224,5.89960236672382832e+08,5.99009949259408092e-01,7.91991940028204624e+01,7.46549499999999966e+02,1.26542341940000001e-06,5.51787999999999945e-01,9.21166669572364372e-01,8.28001160000000027e+01,3.60092199717953454e+00
153,21.348001,104.988564,9.30948296944290638e+08,6.21533008092218231e-01,5.54088925211084771e+01,7.29545499999999947e+02,7.83658450629999978e-07,5.63912999999999998e-01,9.07293728020847068e-01,7.08798220000000043e+01,1.54709294788915273e+01
154,21.394317,115.216142,1.67897400227520728e+09,6.18695816999889625e-01,3.59266195662967363e+01,7.17181799999999953e+02,4.27154797529999997e-07,5.33973000000000031e-01,8.63062243719833200e-01,6.19095280000000017e+01,2.59829084337032619e+01
155,21.389247,125.05014,2.30193293523015785e+09,6.58318144551162887e-01,1.59217181834452219e+01,7.12087899999999991e+02,3.09343460489999978e-07,5.37465999999999999e-01,8.16422886788941371e-01,5.12185649999999981e+01,3.52968468165547762e+01
