zenith_deg,relative_azimuth_deg,intensity,q,u,dop,aop_deg
40.316634,124.976985,8.706127e+02,-2.969350e+01,4.005612e+02,0.461354,47.119783
40.300000,135.031231,8.766437e+02,1.017664e+02,3.488497e+02,0.414525,36.868496
40.325406,145.045698,8.892414e+02,1.920743e+02,2.719936e+02,0.374450,27.385666
40.314479,155.051114,8.880000e+02,2.602672e+02,2.041097e+02,0.372473,19.052325
40.333645,165.045920,8.873988e+02,3.024967e+02,1.141602e+02,0.364348,10.338085
40.309279,175.037259,8.848941e+02,3.511471e+02,2.117907e+01,0.397545,1.725777
40.302550,184.956326,8.715294e+02,3.566799e+02,-9.508172e+01,0.423549,-7.463239
40.338176,195.060137,8.570971e+02,3.223534e+02,-2.242305e+02,0.458141,-17.411328
40.344587,205.054938,8.530651e+02,2.171406e+02,-3.590869e+02,0.491914,-29.419278
40.307999,214.990546,8.462222e+02,7.486766e+01,-4.423930e+02,0.530219,-40.197326
40.283646,225.005260,8.601882e+02,-1.236541e+02,-4.643957e+02,0.558688,-52.455069
40.293331,235.000951,8.888421e+02,-3.059959e+02,-3.829453e+02,0.551486,-64.313458
40.272535,245.045451,9.288095e+02,-4.473666e+02,-2.045261e+02,0.529605,-77.715584
40.269565,255.019086,9.977412e+02,-4.827657e+02,2.438373e+00,0.483865,89.855305
40.316147,265.004453,1.084810e+03,-4.103559e+02,1.941516e+02,0.418477,77.339887
40.341593,274.956903,1.226156e+03,-2.721718e+02,3.291494e+02,0.348327,64.793578
40.327932,284.887782,1.361095e+03,-1.067608e+02,3.656193e+02,0.279839,53.138902
40.328189,294.851905,1.528185e+03,1.880736e+01,3.128657e+02,0.205100,43.279954
40.315837,304.980495,1.727435e+03,1.377060e+02,2.468330e+02,0.163622,30.421617
40.244158,315.018263,1.912094e+03,1.512732e+02,1.503812e+02,0.111555,22.415289
40.329683,325.051647,2.097076e+03,1.333496e+02,1.337799e+02,0.090073,22.546147
40.274537,335.045669,2.199473e+03,1.190506e+02,1.150616e+02,0.075275,22.011925
40.336486,345.008454,2.166830e+03,1.357200e+02,1.269483e+02,0.085765,21.543667
40.292728,354.996198,2.070024e+03,1.804842e+02,1.523766e+02,0.114108,20.086626
45.042862,5.002487,2.184838e+03,2.209122e+02,1.592589e+02,0.124647,17.894198
45.011898,14.884178,1.920984e+03,3.211821e+02,8.813605e+01,0.173377,7.672448
45.041623,25.020234,1.673466e+03,3.779601e+02,-9.107913e+01,0.232320,-6.774286
45.030436,34.986347,1.461822e+03,3.591418e+02,-2.433353e+02,0.296763,-17.059736
45.080317,44.999131,1.305856e+03,2.311565e+02,-4.189242e+02,0.366401,-30.555350
45.045754,54.989272,1.158542e+03,4.423142e+00,-5.311190e+02,0.458453,-44.761427
45.051599,65.004559,1.047005e+03,-2.373376e+02,-4.765315e+02,0.508464,-58.237852
45.049787,75.002438,9.779067e+02,-4.196264e+02,-3.182515e+02,0.538558,-71.411362
45.063315,85.034347,9.378969e+02,-5.174465e+02,-6.836428e+01,0.556504,-86.236877
45.022307,95.036829,9.138144e+02,-4.828823e+02,1.598759e+02,0.556634,80.840491
44.989613,105.073995,9.029495e+02,-3.514571e+02,3.172138e+02,0.524328,68.965804
45.034422,114.974524,9.080417e+02,-1.701277e+02,3.982506e+02,0.476924,56.565783
45.038273,124.982024,9.218367e+02,1.801673e+01,3.940542e+02,0.427913,43.691089
45.060771,135.009812,9.453679e+02,1.424815e+02,3.307136e+02,0.380911,33.346072
45.070070,144.987016,9.547629e+02,1.908465e+02,2.436450e+02,0.324156,25.964252
45.013336,155.040560,9.778333e+02,2.605003e+02,1.755716e+02,0.321264,16.989564
45.047189,164.978580,9.805654e+02,2.779934e+02,1.061917e+02,0.303483,10.453269
45.042454,174.994567,9.718763e+02,3.146912e+02,3.294400e+01,0.325567,2.988170
45.034671,185.008968,9.434974e+02,3.542850e+02,-7.439626e+01,0.383692,-5.929611
45.007156,194.825019,9.220984e+02,3.308144e+02,-2.120756e+02,0.426154,-16.331383
45.056891,204.982516,9.099167e+02,2.540476e+02,-3.533935e+02,0.478321,-27.144193
45.027035,215.002337,8.958730e+02,8.826742e+01,-4.540394e+02,0.516300,-39.499325
45.017984,225.005743,9.150316e+02,-1.224291e+02,-4.930417e+02,0.555188,-51.972638
45.055241,235.005374,9.273298e+02,-3.300762e+02,-4.057063e+02,0.564004,-64.565626
45.015971,244.976283,9.792500e+02,-4.814405e+02,-2.129242e+02,0.537578,-78.070937
45.035585,255.000237,1.059728e+03,-5.145683e+02,2.545598e+01,0.486160,88.583927
45.042028,264.976835,1.173348e+03,-4.285237e+02,2.431478e+02,0.419910,75.214536
45.041326,274.975054,1.310660e+03,-2.648185e+02,3.640369e+02,0.343467,63.017000
45.065891,285.141240,1.492083e+03,-6.913177e+01,3.990660e+02,0.271439,49.914017
45.046263,295.155036,1.721792e+03,8.105090e+01,3.206224e+02,0.192072,37.906638
45.053408,305.011912,1.936000e+03,1.512469e+02,2.215675e+02,0.138568,27.840843
44.984159,314.990512,2.228698e+03,1.562376e+02,1.065086e+02,0.084842,17.141310
45.057288,324.983538,2.444255e+03,1.186832e+02,8.786836e+01,0.060415,18.257388
45.003875,334.968698,2.593634e+03,5.680081e+01,9.106206e+01,0.041380,29.022881
45.068991,345.000105,2.557757e+03,5.160841e+01,9.908723e+01,0.043680,31.243890
45.028397,355.009911,2.422232e+03,1.110823e+02,1.468576e+02,0.076020,26.448162
49.762945,4.991463,2.499905e+03,1.790564e+02,1.994173e+02,0.107207,24.039699
49.751993,15.018847,2.173859e+03,3.034455e+02,1.448898e+02,0.154684,12.761817
49.755108,24.937932,1.864601e+03,4.176829e+02,-7.578706e+00,0.224043,-0.519749
49.784188,34.993542,1.612651e+03,4.025912e+02,-2.277691e+02,0.286830,-14.749673
49.803047,44.993356,1.416948e+03,2.982810e+02,-4.307650e+02,0.369778,-27.649767
49.763623,54.998327,1.242453e+03,4.725456e+01,-5.495374e+02,0.443933,-42.542622
49.762670,65.022941,1.120377e+03,-2.381322e+02,-5.142783e+02,0.505843,-57.423045
49.759073,75.012055,1.045869e+03,-4.548667e+02,-3.425934e+02,0.544476,-71.506961
49.800454,84.975102,9.935399e+02,-5.398888e+02,-9.495405e+01,0.551740,-85.012502
49.753481,94.971812,9.780093e+02,-5.062895e+02,1.767196e+02,0.548303,80.379265
49.784046,105.019990,9.866667e+02,-3.466892e+02,3.585381e+02,0.505481,67.018719
49.790506,114.989102,9.915207e+02,-1.519374e+02,4.092984e+02,0.440323,55.182819
49.754244,124.995144,1.012209e+03,3.666917e+01,3.941344e+02,0.391062,42.342330
49.800672,134.967730,1.030065e+03,1.421907e+02,3.137234e+02,0.334389,32.809128
49.781105,145.004237,1.040113e+03,2.033771e+02,2.179168e+02,0.286581,23.488303
49.727933,154.993950,1.066604e+03,2.225822e+02,1.595069e+02,0.256735,17.813073
49.786986,165.018174,1.074841e+03,2.619442e+02,1.024233e+02,0.261673,10.678039
49.782198,175.010194,1.055132e+03,3.081258e+02,4.589015e+01,0.295247,4.235488
49.770850,185.043041,1.032822e+03,3.435962e+02,-4.681270e+01,0.335750,-3.879200
49.698418,195.121611,9.962963e+02,3.442542e+02,-1.771547e+02,0.388602,-13.615270
49.778349,205.012495,9.834231e+02,2.828298e+02,-3.462116e+02,0.454587,-25.376834
49.744597,214.978245,9.658009e+02,1.103988e+02,-4.744375e+02,0.504361,-38.450361
49.750358,224.989489,9.703619e+02,-1.122212e+02,-5.262771e+02,0.554545,-51.018619
49.788979,234.995978,1.003324e+03,-3.569391e+02,-4.410436e+02,0.565505,-64.491720
49.789783,244.958122,1.042009e+03,-5.271577e+02,-2.345444e+02,0.553719,-78.007317
49.788284,255.020962,1.128500e+03,-5.383706e+02,5.494663e+01,0.479546,87.086257
49.762984,265.004525,1.266860e+03,-4.459071e+02,2.918681e+02,0.420674,73.396641
49.792916,274.998561,1.429486e+03,-2.417986e+02,3.988947e+02,0.326312,60.611528
49.750041,284.993310,1.661615e+03,-1.053905e+01,4.254936e+02,0.256151,45.709435
49.773065,295.099866,1.914435e+03,1.239832e+02,3.112853e+02,0.175022,34.141445
49.773915,305.001930,2.206124e+03,1.764194e+02,1.816241e+02,0.114772,22.916412
49.731638,315.000219,2.579254e+03,1.594788e+02,7.850141e+01,0.068916,13.104062
49.763388,325.012945,2.926769e+03,8.269513e+01,4.488924e+01,0.032149,14.247176
49.781146,335.021765,3.110038e+03,4.994997e+01,6.182734e+01,0.025557,25.532721
49.782187,345.014058,3.089416e+03,1.149406e+01,1.204062e+02,0.039151,42.273515
49.760907,354.977059,2.866718e+03,7.588888e+01,1.868729e+02,0.070357,33.948993
54.492233,4.979880,2.905496e+03,1.562517e+02,2.367349e+02,0.097626,28.287031
54.526252,15.050071,2.462060e+03,3.234973e+02,2.143110e+02,0.157610,16.761871
54.511167,25.026939,2.073552e+03,4.334401e+02,5.718809e+01,0.210844,3.758096
54.531904,35.007234,1.771948e+03,4.818155e+02,-2.120155e+02,0.297074,-11.875577
54.516795,45.001920,1.529305e+03,3.374873e+02,-4.555620e+02,0.370725,-26.734193
54.496164,54.998777,1.336441e+03,7.132906e+01,-6.075956e+02,0.457759,-41.652187
54.476459,64.997607,1.201162e+03,-2.472587e+02,-5.830262e+02,0.527231,-56.490786
54.503392,74.988269,1.100391e+03,-4.837211e+02,-3.784634e+02,0.558149,-70.980188
54.514565,85.014084,1.063051e+03,-5.987841e+02,-8.444200e+01,0.568843,-85.986471
54.493669,95.011776,1.039214e+03,-5.313844e+02,1.941839e+02,0.544405,79.963084
54.526726,104.968441,1.054103e+03,-3.268161e+02,4.020584e+02,0.491537,64.553094
54.524442,114.972010,1.073513e+03,-1.196297e+02,4.390597e+02,0.423903,52.620647
54.478989,124.998162,1.106120e+03,6.035713e+01,3.820325e+02,0.349665,40.511037
54.534212,134.971401,1.120881e+03,1.658754e+02,2.752209e+02,0.286688,29.461337
54.493245,144.966536,1.147166e+03,1.811846e+02,1.712007e+02,0.217296,21.688557
54.502457,154.981702,1.178353e+03,1.933276e+02,1.362358e+02,0.200710,17.585960
54.511073,165.044103,1.180991e+03,2.177666e+02,9.464375e+01,0.201055,11.745148
54.507286,175.026612,1.154909e+03,2.607353e+02,6.806994e+01,0.233329,7.315790
54.507770,184.969346,1.124952e+03,3.218494e+02,-3.030760e+01,0.287366,-2.689755
54.519828,194.986507,1.095214e+03,3.565343e+02,-1.700982e+02,0.360689,-12.752622
54.498740,204.964459,1.065682e+03,3.101443e+02,-3.251034e+02,0.421620,-23.174490
54.494774,215.005840,1.045043e+03,1.497793e+02,-5.083180e+02,0.507085,-36.791020
54.489972,224.980579,1.053183e+03,-1.157037e+02,-5.570261e+02,0.540187,-50.867216
54.489571,234.986278,1.068452e+03,-3.808642e+02,-4.695633e+02,0.565870,-64.522807
54.549189,245.007092,1.130737e+03,-5.720053e+02,-2.324505e+02,0.546045,-78.942122
54.495589,254.988453,1.215825e+03,-5.986763e+02,6.266954e+01,0.495094,87.012017
54.515408,264.972071,1.370690e+03,-4.796724e+02,3.281983e+02,0.424024,72.809771
54.507526,274.968925,1.564934e+03,-2.143879e+02,4.747875e+02,0.332887,57.150659
54.499311,285.035936,1.798138e+03,3.632506e+01,4.403223e+02,0.245709,42.641988
54.525378,294.988667,2.130807e+03,1.742322e+02,3.376110e+02,0.178298,31.351461
54.501954,305.002134,2.534973e+03,2.388219e+02,1.592530e+02,0.113236,16.848220
54.482596,315.000018,2.986690e+03,1.606879e+02,2.722947e+01,0.054568,4.808864
54.499370,325.014781,3.465939e+03,7.058685e+01,1.040485e+01,0.020586,4.192650
54.533798,335.038449,3.808561e+03,-1.407083e+01,4.027124e+01,0.011201,54.629747
54.512929,344.997974,3.760559e+03,7.633872e+00,9.261376e+01,0.024711,42.643967
54.482245,354.991676,3.374261e+03,2.814064e+01,2.209903e+02,0.066022,41.371539
59.226922,4.968251,3.334496e+03,8.640979e+01,3.141297e+02,0.097705,37.309829
59.270756,15.059537,2.756500e+03,2.933479e+02,2.960381e+02,0.151193,22.630762
59.261334,25.092998,2.305258e+03,4.764041e+02,1.027667e+02,0.211413,6.086470
59.242294,35.022218,1.957937e+03,5.274453e+02,-1.729853e+02,0.283507,-9.078925
59.243211,45.020823,1.663435e+03,4.090070e+02,-4.552787e+02,0.367924,-24.032274
59.250054,55.005368,1.451969e+03,1.139581e+02,-6.544486e+02,0.457514,-40.061107
59.230489,64.981639,1.289588e+03,-2.472980e+02,-6.265373e+02,0.522319,-55.769722
59.254875,74.970412,1.205043e+03,-5.330398e+02,-4.132606e+02,0.559710,-71.106962
59.259394,85.000519,1.140016e+03,-6.533239e+02,-6.705785e+01,0.576094,-87.069812
59.229253,94.976949,1.140656e+03,-5.560995e+02,2.419589e+02,0.531674,78.243073
59.237554,104.849548,1.145429e+03,-3.224132e+02,4.261763e+02,0.466545,63.554217
59.216312,114.996686,1.189946e+03,-7.100241e+01,4.641462e+02,0.394594,49.348677
59.229465,125.006815,1.200969e+03,1.008321e+02,3.549768e+02,0.307269,37.071330
59.253006,134.992567,1.232630e+03,1.843151e+02,2.263559e+02,0.236816,25.422532
59.247041,145.006418,1.288280e+03,1.925660e+02,1.426486e+02,0.186020,18.265114
59.261081,154.985564,1.303370e+03,1.663357e+02,1.088614e+02,0.152522,16.601732
59.240209,164.947190,1.297455e+03,1.720732e+02,1.044310e+02,0.155137,15.626758
59.240983,174.964587,1.282698e+03,2.179214e+02,8.245808e+01,0.181648,10.362934
59.235477,184.974229,1.244996e+03,3.066072e+02,1.692694e+01,0.246647,1.579967
59.283655,195.057356,1.210268e+03,3.541562e+02,-1.189098e+02,0.308680,-9.279876
59.253908,205.057370,1.179008e+03,3.481451e+02,-3.327503e+02,0.408469,-21.852392
59.219222,215.012190,1.145446e+03,1.933713e+02,-5.202635e+02,0.484560,-34.805462
59.238504,224.981978,1.138176e+03,-9.623525e+01,-5.951847e+02,0.529720,-49.592325
59.252457,235.017784,1.166088e+03,-4.057742e+02,-5.027672e+02,0.554063,-64.453182
59.248924,245.025564,1.216686e+03,-6.156641e+02,-2.385765e+02,0.542682,-79.409057
59.231499,254.970578,1.329831e+03,-6.483510e+02,1.016209e+02,0.493496,85.546041
59.269561,264.936810,1.476308e+03,-4.906146e+02,3.955061e+02,0.426863,70.563089
59.231010,274.982990,1.708871e+03,-1.843383e+02,5.270905e+02,0.326763,54.638079
59.267953,285.028524,2.010915e+03,8.430071e+01,4.971973e+02,0.250778,40.188457
59.271166,294.966612,2.386419e+03,2.574265e+02,3.010715e+02,0.165990,24.734208
59.203202,304.991846,2.861538e+03,2.868411e+02,9.453387e+01,0.105544,9.120303
59.238887,314.985057,3.436632e+03,1.850565e+02,-1.746555e+01,0.054088,-2.695789
59.249760,324.969710,4.143036e+03,4.773087e+01,-4.655797e+01,0.016094,-22.143653
59.257268,335.002608,4.804369e+03,-6.523637e+01,8.961678e+00,0.013706,86.089049
59.245405,345.009048,4.677065e+03,-7.386823e+01,1.197048e+02,0.030075,60.839088
59.218861,354.989534,4.006757e+03,-2.181294e+01,2.413303e+02,0.060476,47.582358
63.969356,4.992298,3.823970e+03,3.614406e+01,3.717831e+02,0.097683,42.223630
63.966291,14.883510,3.112240e+03,2.739955e+02,3.764826e+02,0.149613,26.976862
63.963572,24.977900,2.574529e+03,5.062887e+02,2.012985e+02,0.211627,10.841294
63.988336,35.000516,2.141718e+03,5.979998e+02,-1.136652e+02,0.284214,-5.381074
63.988861,45.014365,1.829070e+03,4.977749e+02,-4.743309e+02,0.375919,-21.809242
63.978813,55.009868,1.583389e+03,1.593194e+02,-7.201041e+02,0.465784,-38.762280
64.000443,64.996928,1.403899e+03,-2.391801e+02,-7.051933e+02,0.530416,-54.367685
63.978708,75.006105,1.302662e+03,-5.845605e+02,-4.603478e+02,0.571187,-70.889590
64.004176,85.007781,1.251523e+03,-6.958354e+02,-8.177348e+01,0.559817,-86.648716
63.972708,95.015445,1.247367e+03,-5.945677e+02,2.792832e+02,0.526625,77.419695
63.951322,105.113389,1.268099e+03,-3.110021e+02,4.783007e+02,0.449902,61.516422
63.975442,115.032801,1.293062e+03,-3.214580e+01,4.758391e+02,0.368833,46.932402
63.966920,125.010266,1.336058e+03,1.497422e+02,3.361560e+02,0.275437,32.994603
63.987737,135.021426,1.359769e+03,2.165077e+02,1.872952e+02,0.210534,20.431117
63.984249,144.997624,1.409804e+03,1.826471e+02,9.540227e+01,0.146164,13.789735
63.999701,154.981549,1.450036e+03,1.273500e+02,6.677465e+01,0.099166,13.834901
63.978675,164.975269,1.467445e+03,1.324226e+02,7.175260e+01,0.102636,14.225427
63.979051,174.967633,1.434036e+03,1.981848e+02,1.035584e+02,0.155931,13.794313
63.983909,185.007113,1.385460e+03,3.078831e+02,8.344046e+01,0.230241,7.581841
63.970988,194.907710,1.354091e+03,3.865074e+02,-8.068443e+01,0.291590,-5.895656
63.960493,205.007521,1.301867e+03,3.928913e+02,-3.135132e+02,0.386097,-19.294306
63.946330,214.985445,1.270275e+03,2.218673e+02,-5.446633e+02,0.462985,-33.918299
63.982612,224.999550,1.237393e+03,-7.224372e+01,-6.287424e+02,0.511462,-48.277326
63.998424,234.974214,1.264657e+03,-4.147615e+02,-5.361469e+02,0.535995,-63.862708
63.936684,245.010217,1.336629e+03,-6.651190e+02,-2.625850e+02,0.534985,-79.228097
63.989037,255.020999,1.439970e+03,-6.913731e+02,1.300715e+02,0.488553,84.672598
63.986648,265.029183,1.636438e+03,-5.159502e+02,4.586323e+02,0.421846,69.182923
63.977704,274.997326,1.869463e+03,-1.610173e+02,5.920117e+02,0.328179,52.607716
63.990520,284.928597,2.231483e+03,1.483273e+02,5.099712e+02,0.238005,36.891354
63.983887,294.997029,2.675880e+03,3.245062e+02,2.839241e+02,0.161136,20.592019
63.946220,304.975873,3.243004e+03,3.182208e+02,4.656986e+01,0.099171,4.162909
63.981702,314.990502,3.974022e+03,1.856155e+02,-1.032143e+02,0.053443,-14.538462
63.973450,324.976440,5.017618e+03,-4.911487e+00,-1.159525e+02,0.023130,-46.212735
63.979034,335.003389,6.320330e+03,-1.454849e+02,-1.827202e+01,0.023199,-86.420739
63.962921,345.009108,6.095850e+03,-2.080394e+02,1.509670e+02,0.042167,72.016457
63.955247,355.003691,4.781570e+03,-1.276732e+02,2.383386e+02,0.056546,59.088530
68.697699,4.978820,4.357655e+03,-3.176664e+01,4.058983e+02,0.093431,47.237496
68.713365,15.001975,3.496599e+03,2.447297e+02,4.189338e+02,0.138757,29.853845
68.690342,24.956315,2.861973e+03,5.255089e+02,2.938778e+02,0.210379,14.607508
68.734558,34.990699,2.359891e+03,6.724251e+02,-7.364402e+01,0.286643,-3.125063
68.722380,45.005744,1.988297e+03,5.839956e+02,-4.923453e+02,0.384169,-20.066506
68.718747,55.008232,1.718997e+03,2.132986e+02,-7.642782e+02,0.461597,-37.203188
68.732022,65.024800,1.514505e+03,-2.526965e+02,-7.729716e+02,0.536960,-54.051688
68.715890,75.039339,1.415060e+03,-6.503946e+02,-5.003432e+02,0.579893,-71.214607
68.727337,84.999938,1.352649e+03,-7.592748e+02,-4.616485e+01,0.562361,-88.260315
68.703042,95.003604,1.355007e+03,-6.109886e+02,3.346716e+02,0.514125,75.644043
68.725734,105.059588,1.370764e+03,-2.879176e+02,5.291136e+02,0.439446,59.276430
68.727009,114.995049,1.408566e+03,1.665072e+01,4.836532e+02,0.343569,44.014129
68.705007,124.989522,1.480401e+03,2.061038e+02,3.243506e+02,0.259588,28.783344
68.729807,134.994994,1.511946e+03,2.246340e+02,1.493544e+02,0.178415,16.809545
68.705300,145.016060,1.573333e+03,1.756992e+02,4.069906e+01,0.114630,6.521003
68.723253,155.006264,1.624519e+03,9.144401e+01,1.595962e+01,0.057141,4.950025
68.717684,164.948891,1.636041e+03,7.966017e+01,7.060452e+01,0.065063,20.775631
68.708245,174.965187,1.578857e+03,1.460563e+02,1.322849e+02,0.124810,21.083758
68.718780,184.988480,1.517699e+03,2.778030e+02,1.045900e+02,0.195585,10.315425
68.650984,194.988495,1.477478e+03,4.057305e+02,-3.813119e+01,0.275820,-2.684489
68.716056,204.960539,1.425823e+03,4.143143e+02,-2.706531e+02,0.347086,-16.577397
68.691019,215.012836,1.386676e+03,2.672410e+02,-5.626562e+02,0.449201,-32.297000
68.709859,225.022007,1.360803e+03,-5.150978e+01,-6.894637e+02,0.508072,-47.136313
68.691430,235.017040,1.382085e+03,-4.384518e+02,-6.044168e+02,0.540270,-62.978809
68.706266,244.981537,1.459436e+03,-7.189470e+02,-2.735612e+02,0.527076,-79.584026
68.694684,255.000139,1.583972e+03,-7.773178e+02,1.620008e+02,0.501284,84.113749
68.717702,264.935502,1.778077e+03,-5.184853e+02,5.242729e+02,0.414691,67.340996
68.711797,274.965553,2.045538e+03,-1.276285e+02,6.416909e+02,0.319847,50.624495
68.706469,284.876187,2.420270e+03,2.127692e+02,5.403910e+02,0.239961,34.254427
68.708858,294.932117,2.984685e+03,4.076872e+02,2.630772e+02,0.162563,16.416912
68.699367,305.026499,3.681706e+03,3.542375e+02,-3.238963e+01,0.096617,-2.612150
68.710418,315.028581,4.593881e+03,1.763215e+02,-1.608979e+02,0.051960,-21.190626
68.701421,325.021154,6.093547e+03,-3.460622e+01,-1.466154e+02,0.024722,-51.640339
68.671086,334.999499,1.017518e+04,-3.358499e+02,3.485391e+01,0.033184,87.037577
68.689789,344.982307,9.406152e+03,-4.597262e+02,1.535631e+02,0.051530,80.764523
68.694917,354.997910,5.694090e+03,-2.477037e+02,2.768785e+02,0.065245,65.908380
73.437543,5.012256,4.920869e+03,-1.070465e+02,4.561380e+02,0.095213,51.603588
73.473998,15.088353,3.894146e+03,2.058130e+02,5.180519e+02,0.143148,34.166466
73.462283,25.020478,3.145518e+03,5.342064e+02,3.874870e+02,0.209804,17.977642
73.448573,35.024396,2.583567e+03,7.398770e+02,9.932733e+00,0.286404,0.384570
73.449483,45.035829,2.137227e+03,6.573762e+02,-4.877308e+02,0.382996,-18.286516
73.441222,55.006151,1.847139e+03,2.749829e+02,-8.156424e+02,0.465990,-35.684578
73.453627,65.012438,1.619911e+03,-2.686444e+02,-8.174409e+02,0.531173,-54.096317
73.453944,74.998598,1.528302e+03,-6.863224e+02,-5.338406e+02,0.568930,-71.061615
73.446615,85.011389,1.471448e+03,-8.230642e+02,-3.860916e+01,0.559972,-88.657139
73.442816,95.005978,1.469225e+03,-6.159266e+02,3.835729e+02,0.493865,74.043551
73.472653,104.990670,1.501132e+03,-2.513830e+02,5.589487e+02,0.408276,57.107737
73.463102,115.016373,1.542875e+03,6.664770e+01,5.093926e+02,0.332972,41.272950
73.435320,125.007707,1.582943e+03,2.452955e+02,3.012490e+02,0.245420,25.422701
73.464597,135.008829,1.641279e+03,2.558238e+02,8.695516e+01,0.164627,9.386514
73.447392,144.984051,1.715609e+03,1.529198e+02,-3.802558e+01,0.091849,-6.982075
73.416928,155.013988,1.778616e+03,3.487133e+01,-6.752382e+00,0.019970,-5.479480
73.439974,164.973324,1.780268e+03,8.500898e+00,6.381329e+01,0.036161,41.206004
73.434657,174.989200,1.706776e+03,7.800812e+01,1.542366e+02,0.101268,31.585558
73.460065,185.004838,1.679108e+03,2.312132e+02,1.510370e+02,0.164476,16.577030
73.446218,195.046320,1.616379e+03,4.089738e+02,1.750652e+01,0.253250,1.225552
73.457317,204.993475,1.545429e+03,4.558359e+02,-2.295688e+02,0.330252,-13.365408
73.431821,214.961519,1.512720e+03,3.124727e+02,-5.376540e+02,0.411088,-29.917894
73.437594,224.959530,1.508416e+03,-2.733375e+01,-7.443909e+02,0.493824,-46.051467
73.434266,234.969240,1.511716e+03,-4.718094e+02,-6.623622e+02,0.537945,-62.731388
73.461458,244.971721,1.574384e+03,-7.670093e+02,-3.088125e+02,0.525185,-79.034675
73.435860,255.010161,1.721010e+03,-8.237432e+02,1.839756e+02,0.490432,83.705062
73.441057,265.007430,1.907776e+03,-5.410811e+02,6.010479e+02,0.423907,65.997239
73.440211,274.985041,2.262118e+03,-8.043057e+01,7.416743e+02,0.329790,48.094615
73.465215,285.062331,2.703766e+03,3.209563e+02,5.673048e+02,0.241072,30.250357
73.441350,294.986126,3.315263e+03,4.802666e+02,2.163969e+02,0.158891,12.127607
73.432831,305.020625,4.074649e+03,3.963641e+02,-9.870992e+01,0.100247,-6.992191
73.438805,315.011766,5.163190e+03,1.310225e+02,-2.566637e+02,0.055813,-31.478227
73.440336,325.003746,7.186554e+03,-1.029869e+02,-2.435605e+02,0.036796,-56.460273
73.323030,334.714399,2.318053e+04,-9.220577e+02,4.430113e+02,0.044130,77.168802
73.436088,345.034330,1.852153e+04,-1.148414e+03,1.300611e+02,0.062401,86.769312
73.435431,354.993447,6.564091e+03,-3.188190e+02,3.057370e+02,0.067294,68.099973
78.190615,4.998346,5.345136e+03,-2.041320e+02,5.082354e+02,0.102467,55.941396
78.201365,14.928208,4.251927e+03,1.207443e+02,6.186990e+02,0.148255,39.478524
78.201394,24.958287,3.393433e+03,5.250780e+02,4.851603e+02,0.210673,21.368620
78.180626,35.000046,2.756344e+03,8.027260e+02,5.423384e+01,0.291892,1.932574
78.187706,45.010603,2.266296e+03,7.142029e+02,-4.673127e+02,0.376607,-16.598637
78.162755,55.016785,1.939774e+03,3.082883e+02,-8.356248e+02,0.459167,-34.874697
78.165341,65.009032,1.715442e+03,-2.453319e+02,-8.571003e+02,0.519703,-52.986481
78.179016,75.018231,1.605475e+03,-7.071735e+02,-5.393609e+02,0.553970,-71.333627
78.190282,85.012282,1.558287e+03,-8.491789e+02,-1.741624e+01,0.545058,-89.412528
78.181121,95.005108,1.544212e+03,-6.108174e+02,4.148579e+02,0.478160,72.908125
78.174825,104.884565,1.569922e+03,-2.236290e+02,5.861624e+02,0.399620,55.441270
78.180787,114.950987,1.611475e+03,1.306090e+02,4.843723e+02,0.311313,37.454668
78.174279,125.005356,1.637778e+03,2.822550e+02,2.313923e+02,0.222851,19.672425
78.192224,134.999779,1.744970e+03,2.597265e+02,2.007919e+01,0.149287,2.210342
78.183159,144.993990,1.783953e+03,1.165779e+02,-9.022032e+01,0.082632,-18.868253
78.165821,154.982460,1.846165e+03,-1.317925e+01,-5.882675e+01,0.032654,-51.313871
78.187364,165.007465,1.885657e+03,-7.468961e+01,5.548525e+01,0.049343,71.696081
78.166769,175.016204,1.799143e+03,9.418283e-01,1.731573e+02,0.096246,44.844181
78.200108,185.018741,1.751784e+03,2.030230e+02,2.099458e+02,0.166718,22.980198
78.234428,195.049256,1.709988e+03,4.001645e+02,7.254954e+01,0.237831,5.138033
78.162231,205.026402,1.651683e+03,4.761807e+02,-2.068626e+02,0.314329,-11.740556
78.165218,214.984738,1.629812e+03,3.649858e+02,-5.342903e+02,0.397012,-27.831067
78.179261,224.972630,1.616829e+03,2.872826e+00,-7.522710e+02,0.465279,-44.890598
78.177007,234.984142,1.641527e+03,-4.717271e+02,-6.997966e+02,0.514121,-61.991790
78.217805,245.001316,1.691509e+03,-8.155184e+02,-3.158874e+02,0.517029,-79.413174
78.184285,254.969986,1.850462e+03,-8.521280e+02,2.166418e+02,0.475144,82.867771
78.192629,264.999446,2.073829e+03,-5.433697e+02,6.398375e+02,0.404773,65.169472
78.166951,275.012219,2.464847e+03,-4.606480e+01,8.068774e+02,0.327887,46.633741
78.199882,285.069183,2.921483e+03,4.065589e+02,5.591599e+02,0.236640,26.989760
78.189521,295.064213,3.642000e+03,5.482319e+02,1.790648e+02,0.158356,9.044098
78.160249,305.013298,4.445424e+03,4.167031e+02,-1.841583e+02,0.102484,-11.921309
78.178794,314.990880,5.708923e+03,1.023662e+02,-3.414369e+02,0.062438,-36.655372
78.197084,324.998015,7.888024e+03,-1.835934e+02,-2.922477e+02,0.043754,-61.068760
