wavelength_nm,angle_deg,f11,f12,f22,f33,f34,f44
475,30,2.416138929e-01,-1.210806800e-03,2.416138929e-01,2.416108590e-01,0.000000000e+00,2.416108590e-01
475,35,1.779108713e-01,-1.274822431e-03,1.779108713e-01,1.779063038e-01,0.000000000e+00,1.779063038e-01
475,40,1.346407196e-01,-1.274612832e-03,1.346407196e-01,1.346346862e-01,0.000000000e+00,1.346346862e-01
475,45,1.043901533e-01,-1.237923365e-03,1.043901533e-01,1.043828130e-01,0.000000000e+00,1.043828130e-01
475,50,8.271943787e-02,-1.183172336e-03,8.271943787e-02,8.271097573e-02,0.000000000e+00,8.271097573e-02
475,55,6.686086581e-02,-1.120255684e-03,6.686086581e-02,6.685148019e-02,0.000000000e+00,6.685148019e-02
475,60,5.503484217e-02,-1.053796333e-03,5.503484217e-02,5.502475231e-02,0.000000000e+00,5.502475231e-02
475,65,4.606738235e-02,-9.857917898e-04,4.606738235e-02,4.605683370e-02,0.000000000e+00,4.605683370e-02
475,70,3.916648610e-02,-9.171162822e-04,3.916648610e-02,3.915574710e-02,0.000000000e+00,3.915574710e-02
475,75,3.378699512e-02,-8.482334273e-04,3.378699512e-02,3.377634585e-02,0.000000000e+00,3.377634585e-02
475,80,2.954671499e-02,-7.795081420e-04,2.954671499e-02,2.953643062e-02,0.000000000e+00,2.953643062e-02
475,85,2.617314694e-02,-7.113361759e-04,2.617314694e-02,2.616347878e-02,0.000000000e+00,2.616347878e-02
475,90,2.346895380e-02,-6.441852425e-04,2.346895380e-02,2.346011121e-02,0.000000000e+00,2.346011121e-02
475,95,2.128913982e-02,-5.785859102e-04,2.128913982e-02,2.128127611e-02,0.000000000e+00,2.128127611e-02
475,100,1.952569657e-02,-5.150917770e-04,1.952569657e-02,1.951890128e-02,0.000000000e+00,1.951890128e-02
475,105,1.809709101e-02,-4.542231460e-04,1.809709101e-02,1.809138979e-02,0.000000000e+00,1.809138979e-02
475,110,1.694094514e-02,-3.964062784e-04,1.694094514e-02,1.693630669e-02,0.000000000e+00,1.693630669e-02
475,115,1.600885105e-02,-3.419194965e-04,1.600885105e-02,1.600519925e-02,0.000000000e+00,1.600519925e-02
475,120,1.526263657e-02,-2.908597335e-04,1.526263657e-02,1.525986486e-02,0.000000000e+00,1.525986486e-02
475,125,1.467163275e-02,-2.431495532e-04,1.467163275e-02,1.466961778e-02,0.000000000e+00,1.466961778e-02
475,130,1.421064889e-02,-1.986102802e-04,1.421064889e-02,1.420926092e-02,0.000000000e+00,1.420926092e-02
475,135,1.385846374e-02,-1.571182843e-04,1.385846374e-02,1.385757306e-02,0.000000000e+00,1.385757306e-02
475,140,1.359671203e-02,-1.188229251e-04,1.359671203e-02,1.359619282e-02,0.000000000e+00,1.359619282e-02
475,145,1.340909361e-02,-8.433656787e-05,1.340909361e-02,1.340882839e-02,0.000000000e+00,1.340882839e-02
475,150,1.328086365e-02,-5.474676124e-05,1.328086365e-02,1.328075081e-02,0.000000000e+00,1.328075081e-02
475,155,1.319857826e-02,-3.131898231e-05,1.319857826e-02,1.319854110e-02,0.000000000e+00,1.319854110e-02
475,160,1.315007224e-02,-1.490850099e-05,1.315007224e-02,1.315006379e-02,0.000000000e+00,1.315006379e-02
475,165,1.312463464e-02,-5.338084251e-06,1.312463464e-02,1.312463356e-02,0.000000000e+00,1.312463356e-02
475,170,1.311332838e-02,-1.156083675e-06,1.311332838e-02,1.311332833e-02,0.000000000e+00,1.311332833e-02
475,175,1.310937913e-02,-7.647156533e-08,1.310937913e-02,1.310937913e-02,0.000000000e+00,1.310937913e-02
475,180,1.310854471e-02,-0.000000000e+00,1.310854471e-02,1.310854471e-02,0.000000000e+00,1.310854471e-02
500,0,2.440060352e+00,-0.000000000e+00,2.440060352e+00,2.440060352e+00,0.000000000e+00,2.440060352e+00
500,5,1.961026583e+00,-1.870305838e-05,1.961026583e+00,1.961026583e+00,0.000000000e+00,1.961026583e+00
500,10,1.229627913e+00,-1.708545493e-04,1.229627913e+00,1.229627901e+00,0.000000000e+00,1.229627901e+00
500,15,7.594511755e-01,-4.598775962e-04,7.594511755e-01,7.594510363e-01,0.000000000e+00,7.594510363e-01
500,20,4.945201917e-01,-7.774426329e-04,4.945201917e-01,4.945195806e-01,0.000000000e+00,4.945195806e-01
500,25,3.387585155e-01,-1.031818175e-03,3.387585155e-01,3.387569441e-01,0.000000000e+00,3.387569441e-01
500,30,2.414852860e-01,-1.185668780e-03,2.414852860e-01,2.414823752e-01,0.000000000e+00,2.414823752e-01
500,35,1.777763601e-01,-1.248075857e-03,1.777763601e-01,1.777719790e-01,0.000000000e+00,1.777719790e-01
500,40,1.345175385e-01,-1.247672308e-03,1.345175385e-01,1.345117522e-01,0.000000000e+00,1.345117522e-01
500,45,1.042827206e-01,-1.211619738e-03,1.042827206e-01,1.042756817e-01,0.000000000e+00,1.042756817e-01
500,50,8.262743763e-02,-1.157935795e-03,8.262743763e-02,8.261932361e-02,0.000000000e+00,8.261932361e-02
500,55,6.678245324e-02,-1.096294640e-03,6.678245324e-02,6.677345429e-02,0.000000000e+00,6.677345429e-02
